,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
29,Dairy-Free Side Dishes,Jo Jo Potatoes,https://www.allrecipes.com/recipe/25238/jo-jo-potatoes/,30 m,20 m,50 m,Original recipe yields 4 servings,431  cals,23.6 ,48.7,7.6 ,46 ,670 ,"1/2 cup all-purpose flour;1/2 teaspoon garlic powder;3/4 teaspoon lemon pepper;1/4 teaspoon celery salt;1/2 teaspoon onion powder;1/4 teaspoon seasoning salt;4 potatoes, unpeeled and cut into 1/2 inch thick wedges;1 egg, beaten;vegetable oil for frying",3
30,Dairy-Free Side Dishes,Maria's Broccoli Rabe,https://www.allrecipes.com/recipe/21181/marias-broccoli-rabe/,,,,,,,,,,,,0
31,Dairy-Free Side Dishes,Portuguese Favas,https://www.allrecipes.com/recipe/25361/portuguese-favas/,15 m,30 m,45 m,Original recipe yields 8 servings,221  cals,9.5 ,27.7,7.4 ,0 ,300 ,"5 tablespoons olive oil;3 large onions, chopped;2 cloves garlic, minced;2 tablespoons red pepper flakes;1/4 cup tomato sauce;2 cups hot water;3 tablespoons chopped fresh parsley;salt to taste;1/2 teaspoon black pepper;2 teaspoons paprika;2 (19 ounce) cans fava beans",2
32,Dairy-Free Side Dishes,Rainbow Pasta Salad II,https://www.allrecipes.com/recipe/23445/rainbow-pasta-salad-ii/,15 m,10 m,1 h 25 m,Original recipe yields 8 servings,387  cals,16.7 ,51.7,8.3 ,0 ,924 ,"1 (16 ounce) package tri-colored pasta assortment;2 large tomatoes, diced;1 large cucumber, peeled and diced;1 red onion, finely chopped;1 (16 ounce) bottle Italian-style salad dressing",2
33,Dairy-Free Side Dishes,Spicy Collard Greens,https://www.allrecipes.com/recipe/24744/spicy-collard-greens/,15 m,45 m,1 h,Original recipe yields 4 servings,211  cals,19.2 ,3.7,6.3 ,29 ,526 ,"6 slices bacon;1 bunch collard greens, rinsed and trimmed;1/3 cup vinegar;salt to taste;ground black pepper to taste;ground cayenne pepper to taste",3
34,Dairy-Free Side Dishes,Green Tomato Relish,https://www.allrecipes.com/recipe/19584/green-tomato-relish/,1 h 15 m,45 m,2 h,Original recipe yields 192 servings (12 pints),32  cals,0.1 ,7.6,0.5 ,0 ,40 ,"24 large green tomatoes;3 red bell peppers, halved and seeded;3 green bell peppers, halved and seeded;12 large onions;3 tablespoons celery seed;3 tablespoons mustard seed;1 tablespoon salt;5 cups white sugar;2 cups cider vinegar",5
35,Dairy-Free Side Dishes,Cranberry Sauce II,https://www.allrecipes.com/recipe/18508/cranberry-sauce-ii/,3 m,7 m,40 m,Original recipe yields 6 servings,146  cals,0 ,37.9,0.1 ,0 ,< 1 ,1/2 pound fresh cranberries;1 cup white sugar;1/2 cup water,1
36,Dairy-Free Side Dishes,Grilled Asparagus,https://www.allrecipes.com/recipe/17445/grilled-asparagus/,15 m,3 m,18 m,Original recipe yields 4 servings,53  cals,3.5 ,4.4,2.5 ,0 ,2 ,"1 pound fresh asparagus spears, trimmed;1 tablespoon olive oil;salt and pepper to taste",3
37,Dairy-Free Side Dishes,Quinoa and Black Beans,https://www.allrecipes.com/recipe/49552/quinoa-and-black-beans/,15 m,35 m,50 m,Original recipe yields 10 servings,153  cals,1.7 ,27.8,7.7 ,0 ,517 ,"1 teaspoon vegetable oil;1 onion, chopped;3 cloves garlic, chopped;3/4 cup quinoa;1 1/2 cups vegetable broth;1 teaspoon ground cumin;1/4 teaspoon cayenne pepper;salt and ground black pepper to taste;1 cup frozen corn kernels;2 (15 ounce) cans black beans, rinsed and drained;1/2 cup chopped fresh cilantro",3
38,Dairy-Free Side Dishes,Roasted Brussels Sprouts,https://www.allrecipes.com/recipe/67952/roasted-brussels-sprouts/,15 m,45 m,1 h,Original recipe yields 6 servings,104  cals,7.3 ,10,2.9 ,0 ,344 ,"1 1/2 pounds Brussels sprouts, ends trimmed and yellow leaves removed;3 tablespoons olive oil;1 teaspoon kosher salt;1/2 teaspoon freshly ground black pepper",3
39,Dairy-Free Side Dishes,Sarah's Applesauce,https://www.allrecipes.com/recipe/51301/sarahs-applesauce/,10 m,20 m,30 m,Original recipe yields 4 servings,121  cals,0.2 ,31.8,0.4 ,0 ,3 ,"4 apples - peeled, cored and chopped;3/4 cup water;1/4 cup white sugar;1/2 teaspoon ground cinnamon",1
40,Dairy-Free Side Dishes,Refried Beans Without the Refry,https://www.allrecipes.com/recipe/70312/refried-beans-without-the-refry/,15 m,8 h,8 h 15 m,Original recipe yields 15 servings,139  cals,0.5 ,25.4,8.5 ,0 ,785 ,"1 onion, peeled and halved;3 cups dry pinto beans, rinsed;1/2 fresh jalapeno pepper, seeded and chopped;2 tablespoons minced garlic;5 teaspoons salt;1 3/4 teaspoons fresh ground black pepper;1/8 teaspoon ground cumin, optional;9 cups water",2
41,Dairy-Free Side Dishes,Spanish Rice II,https://www.allrecipes.com/recipe/24329/spanish-rice-ii/,10 m,30 m,40 m,Original recipe yields 4 servings,270  cals,7.6 ,45.7,4.8 ,0 ,882 ,"2 tablespoons vegetable oil;1 cup uncooked white rice;1 onion, chopped;1/2 green bell pepper, chopped;2 cups water;1 (10 ounce) can diced tomatoes and green chiles;2 teaspoons chili powder, or to taste;1 teaspoon salt",2
42,Dairy-Free Side Dishes,Oven Roasted Potatoes,https://www.allrecipes.com/recipe/20963/oven-roasted-potatoes/,15 m,30 m,45 m,Original recipe yields 4 servings,289  cals,7.1 ,53.1,5 ,0 ,304 ,"1/8 cup olive oil;1 tablespoon minced garlic;1/2 teaspoon dried basil;1/2 teaspoon dried marjoram;1/2 teaspoon dried dill weed;1/2 teaspoon dried thyme;1/2 teaspoon dried oregano;1/2 teaspoon dried parsley;1/2 teaspoon crushed red pepper flakes;1/2 teaspoon salt;4 large potatoes, peeled and cubed",3
43,Dairy-Free Side Dishes,Boston Baked Beans,https://www.allrecipes.com/recipe/18255/boston-baked-beans/,30 m,4 h,5 h,Original recipe yields 6 servings,382  cals,6.3 ,63.1,20.7 ,14 ,1320 ,"2 cups navy beans;1/2 pound bacon;1 onion, finely diced;3 tablespoons molasses;2 teaspoons salt;1/4 teaspoon ground black pepper;1/4 teaspoon dry mustard;1/2 cup ketchup;1 tablespoon Worcestershire sauce;1/4 cup brown sugar",5
44,Dairy-Free Side Dishes,Fried Cabbage II,https://www.allrecipes.com/recipe/23685/fried-cabbage-ii/,20 m,25 m,45 m,Original recipe yields 6 servings,47  cals,2 ,5.2,2.8 ,5 ,114 ,"3 slices bacon, chopped;1/4 cup chopped onion;6 cups cabbage, cut into thin wedges;2 tablespoons water;1 pinch white sugar;salt and pepper to taste;1 tablespoon cider vinegar",2
45,Dairy-Free Side Dishes,Pat's Baked Beans,https://www.allrecipes.com/recipe/22298/pats-baked-beans/,15 m,1 h 15 m,1 h 30 m,Original recipe yields 10 servings,399  cals,9.1 ,68,14.1 ,12 ,950 ,"6 slices bacon;1 cup chopped onion;1 clove garlic, minced;1 (16 ounce) can pinto beans;1 (16 ounce) can great Northern beans, drained;1 (16 ounce) can baked beans;1 (16 ounce) can red kidney beans, drained;1 (15 ounce) can garbanzo beans, drained;3/4 cup ketchup;1/2 cup molasses;1/4 cup packed brown sugar;2 tablespoons Worcestershire sauce;1 tablespoon yellow mustard;1/2 teaspoon pepper",4
46,Dairy-Free Side Dishes,Slow Cooker Spicy Black-Eyed Peas,https://www.allrecipes.com/recipe/142892/slow-cooker-spicy-black-eyed-peas/,30 m,6 h,6 h 30 m,Original recipe yields 10 servings,199  cals,2.9 ,30.2,14.1 ,10 ,341 ,"6 cups water;1 cube chicken bouillon;1 pound dried black-eyed peas, sorted and rinsed;1 onion, diced;2 cloves garlic, diced;1 red bell pepper, stemmed, seeded, and diced;1 jalapeno chile, seeded and minced;8 ounces diced ham;4 slices bacon, chopped;1/2 teaspoon cayenne pepper;1 1/2 teaspoons cumin;salt, to taste;1 teaspoon ground black pepper",1
47,Dairy-Free Side Dishes,Baked Sweet Potatoes,https://www.allrecipes.com/recipe/18249/baked-sweet-potatoes/,10 m,1 h 5 m,1 h 15 m,Original recipe yields 4 servings,321  cals,7.3 ,61,4.8 ,0 ,92 ,2 tablespoons olive oil;3 large sweet potatoes;2 pinches dried oregano;2 pinches salt;2 pinches ground black pepper,3
48,Dairy-Free Side Dishes,Baked Beans II,https://www.allrecipes.com/recipe/16428/baked-beans-ii/,20 m,1 h,1 h 20 m,Original recipe yields 6 servings,287  cals,6.5 ,52.3,8.9 ,16 ,924 ,"2 (15 ounce) cans baked beans with pork;1/2 cup packed brown sugar;1/2 onion, chopped;1/2 cup ketchup;1 tablespoon prepared mustard;1 teaspoon Worcestershire sauce;1 teaspoon red wine vinegar;salt and pepper to taste;2 slices bacon",3
49,Dairy-Free Side Dishes,Sesame Green Beans,https://www.allrecipes.com/recipe/25246/sesame-green-beans/,5 m,25 m,30 m,Original recipe yields 4 servings,78  cals,4.6 ,8.6,2.5 ,0 ,152 ,"1 tablespoon olive oil;1 tablespoon sesame seeds;1 pound fresh green beans, cut into 2 inch pieces;1/4 cup chicken broth;1/4 teaspoon salt;freshly ground black pepper to taste",2
50,Dairy-Free Side Dishes,Onion Rice,https://www.allrecipes.com/recipe/18316/onion-rice/,10 m,30 m,40 m,Original recipe yields 6 servings,141  cals,2.5 ,26.6,2.4 ,0 ,2 ,"1 tablespoon vegetable oil;1 red onion, chopped;1 cup long-grain white rice;1 teaspoon ground black pepper;2 cups chicken broth",1
51,Dairy-Free Side Dishes,Espinacas con Garbanzos (Spinach with Garbanzo Beans),https://www.allrecipes.com/recipe/161535/espinacas-con-garbanzos-spinach-with-garbanzo-beans/,15 m,10 m,25 m,Original recipe yields 4 servings,169  cals,4.9 ,26,7.3 ,0 ,600 ,"1 tablespoon extra-virgin olive oil;4 cloves garlic, minced;1/2 onion, diced;1 (10 ounce) box frozen chopped spinach, thawed and drained well;1 (12 ounce) can garbanzo beans, drained;1/2 teaspoon cumin;1/2 teaspoon salt",1
52,Dairy-Free Side Dishes,Brazilian White Rice,https://www.allrecipes.com/recipe/144308/brazilian-white-rice/,15 m,30 m,45 m,Original recipe yields 8 servings,201  cals,3.7 ,37.5,3.4 ,0 ,297 ,"2 cups long-grain white rice;2 tablespoons minced onion;2 cloves garlic, minced;2 tablespoons vegetable oil;1 teaspoon salt;4 cups hot water",2
53,Dairy-Free Side Dishes,Spiced Slow Cooker Applesauce,https://www.allrecipes.com/recipe/149218/spiced-slow-cooker-applesauce/,10 m,6 h 30 m,6 h 40 m,Original recipe yields 8 servings,150  cals,0.2 ,39.4,0.4 ,0 ,8 ,"8 apples - peeled, cored, and thinly sliced;1/2 cup water;3/4 cup packed brown sugar;1/2 teaspoon pumpkin pie spice",1
54,Dairy-Free Side Dishes,Fried Okra,https://www.allrecipes.com/recipe/22176/fried-okra/,15 m,15 m,30 m,Original recipe yields 4 servings,394  cals,29.2 ,29,4.7 ,46 ,167 ,"10 pods okra, sliced in 1/4 inch pieces;1 egg, beaten;1 cup cornmeal;1/4 teaspoon salt;1/4 teaspoon ground black pepper;1/2 cup vegetable oil",2
55,Dairy-Free Side Dishes,Sugar Snap Peas,https://www.allrecipes.com/recipe/47613/sugar-snap-peas/,10 m,8 m,20 m,Original recipe yields 4 servings,59  cals,3.4 ,5.3,1.4 ,0 ,100 ,1/2 pound sugar snap peas;1 tablespoon olive oil;1 tablespoon chopped shallots;1 teaspoon chopped fresh thyme;kosher salt to taste,3
56,Dairy-Free Desserts,Pumpkin Protein Cookies,https://www.allrecipes.com/recipe/50441/pumpkin-protein-cookies/,15 m,5 m,20 m,Original recipe yields 14 servings (14 cookies),85  cals,2.2 ,13.1,4.2 ,0 ,284 ,3/4 cup SPLENDA® Granular;1 cup rolled oats;1 cup whole wheat flour;1/2 cup soy flour;1 3/4 teaspoons baking soda;1/2 teaspoon baking powder;1/2 teaspoon salt;2 teaspoons ground cinnamon;1 teaspoon ground nutmeg;1/2 cup pumpkin puree;1 tablespoon canola oil;2 teaspoons water;2 egg whites;1 teaspoon molasses;1 tablespoon flax seeds (optional),3
57,Dairy-Free Desserts,Cherry Cheezecake,https://www.allrecipes.com/recipe/13977/cherry-cheezecake/,10 m,40 m,2 h 50 m,Original recipe yields 4 servings (4 to 6 servings),730  cals,22 ,127.2,10.1 ,0 ,575 ,"2 cups graham cracker crumbs;1/4 cup real maple syrup;1 (8 ounce) package firm silken tofu;1 (8 ounce) container nondairy cream cheese;1 tablespoon lemon zest;1 1/2 lemons, juiced;1 cup confectioners' sugar;1 tablespoon cornstarch;2 tablespoons soy milk;1 (21 ounce) can cherry pie filling",5
58,Dairy-Free Desserts,Eggless Milkless Butterless Cake,https://www.allrecipes.com/recipe/7490/eggless-milkless-butterless-cake/,,,,Original recipe yields 12 servings (1 -8 or 9 inch square),197  cals,2.4 ,42.4,2.5 ,0 ,244 ,1 cup white sugar;2 tablespoons shortening;1/2 teaspoon ground cinnamon;1/2 teaspoon ground nutmeg;1/2 teaspoon ground allspice;1/2 teaspoon salt;1 cup raisins;1 1/2 cups water;1 teaspoon baking soda;2 cups all-purpose flour;1 teaspoon baking powder,4
59,Dairy-Free Desserts,Fresh Pear Cake,https://www.allrecipes.com/recipe/8212/fresh-pear-cake/,,,,Original recipe yields 12 servings (1 -10 inch bundt cake),455  cals,19.5 ,67.3,5.5 ,0 ,371 ,"4 cups peeled, cored and chopped pears;2 cups white sugar;3 cups sifted all-purpose flour;1 teaspoon salt;1 1/2 teaspoons baking soda;1 teaspoon ground nutmeg;1 teaspoon ground cinnamon;1/2 teaspoon ground cloves;4 egg whites;2/3 cup canola oil;1 cup chopped pecans",5
60,Dairy-Free Desserts,Midnight Moon Cake,https://www.allrecipes.com/recipe/7681/midnight-moon-cake/,,,,Original recipe yields 12 servings (1 -9 inch round cake),294  cals,10 ,50.3,3.4 ,31 ,255 ,1/2 cup shortening;1 1/4 cups white sugar;2 eggs;1 cup hot water;1/2 cup unsweetened cocoa powder;1 1/2 cups sifted all-purpose flour;1/2 teaspoon salt;1 teaspoon baking soda;1 teaspoon baking powder;1 teaspoon vanilla extract;1 1/2 cups confectioners' sugar;1 teaspoon lemon zest;2 fluid ounces lemon juice,6
61,Dairy-Free Desserts,Molasses Cake,https://www.allrecipes.com/recipe/8034/molasses-cake/,,,,Original recipe yields 12 servings (1 - 9 inch square cake),298  cals,9.7 ,49.7,3.8 ,31 ,227 ,"1/2 cup shortening;1/2 cup packed brown sugar;1 cup molasses;2 eggs;1/2 teaspoon salt;1 teaspoon ground cinnamon;1/2 teaspoon ground cloves;1 teaspoon ground ginger;2 1/2 cups all-purpose flour;1 teaspoon baking soda;1 cup hot, brewed coffee",3
62,Dairy-Free Desserts,Killer Pumpkin Pie,https://www.allrecipes.com/recipe/212491/killer-pumpkin-pie/,20 m,1 h,1 h 20 m,Original recipe yields 8 servings (1 - 9 inch pie),390  cals,19.6 ,49.6,5.4 ,46 ,599 ,Crust:;1 1/2 cups all-purpose flour plus;2 tablespoons all-purpose flour;2 teaspoons white sugar;1 teaspoon salt;1/2 cup canola oil;2 tablespoons rice milk;Filling:;1/2 cup white sugar;1/4 cup dark brown sugar;2 teaspoons ground cinnamon;1/2 teaspoon salt;1/2 teaspoon ground ginger;1/4 teaspoon ground nutmeg;1/4 teaspoon ground cloves;1 (15 ounce) can pumpkin puree;2 tablespoons canola oil;2 large eggs;1 teaspoon vanilla;1 1/4 cups rice milk,4
