,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
17,Low-Carb Main Dishes,BBQ Pork for Sandwiches,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,15 m,4 h 30 m,4 h 45 m,Original recipe yields 12 servings,355  cals,18.1 ,15.2,30.2 ,83 ,623 ,1 (14 ounce) can beef broth;3 pounds boneless pork ribs;1 (18 ounce) bottle barbeque sauce,3
18,Low-Carb Main Dishes,Juicy Roasted Chicken,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,,,,,,,,,,,,0
19,Low-Carb Main Dishes,Spicy Garlic Lime Chicken,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,,,,,,,,,,,,0
20,Low-Carb Main Dishes,Marinated Grilled Shrimp,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,15 m,6 m,55 m,Original recipe yields 6 servings,273  cals,14.7 ,2.8,31 ,230 ,472 ,"3 cloves garlic, minced;1/3 cup olive oil;1/4 cup tomato sauce;2 tablespoons red wine vinegar;2 tablespoons chopped fresh basil;1/2 teaspoon salt;1/4 teaspoon cayenne pepper;2 pounds fresh shrimp, peeled and deveined;skewers",3
21,Low-Carb Main Dishes,Famous Butter Chicken,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,,,,,,,,,,,,0
22,Low-Carb Main Dishes,Anniversary Chicken I,https://www.allrecipes.com/recipe/9038/anniversary-chicken-i/,,,,,,,,,,,,0
23,Low-Carb Main Dishes,Rempel Family Meatloaf,https://www.allrecipes.com/recipe/20675/rempel-family-meatloaf/,10 m,45 m,55 m,Original recipe yields 6 servings,360  cals,23.5 ,9.5,26.8 ,143 ,803 ,"1 1/2 pounds lean ground beef;1/2 cup crushed buttery round crackers;3/4 cup shredded Cheddar cheese;1 (1 ounce) package dry onion soup mix;2 eggs, beaten;1/4 cup ketchup;2 tablespoons steak sauce",3
24,Low-Carb Main Dishes,Chicken Breasts with Balsamic Vinegar and Garlic,https://www.allrecipes.com/recipe/8701/chicken-breasts-with-balsamic-vinegar-and-garlic/,,,,,,,,,,,,0
25,Low-Carb Main Dishes,Crustless Spinach Quiche,https://www.allrecipes.com/recipe/20876/crustless-spinach-quiche/,20 m,30 m,50 m,Original recipe yields 6 servings,309  cals,23.7 ,4.8,20.4 ,209 ,546 ,"1 tablespoon vegetable oil;1 onion, chopped;1 (10 ounce) package frozen chopped spinach, thawed and drained;5 eggs, beaten;3 cups shredded Muenster cheese;1/4 teaspoon salt;1/8 teaspoon ground black pepper",4
26,Low-Carb Main Dishes,Garlic Cheddar Chicken,https://www.allrecipes.com/recipe/70522/garlic-cheddar-chicken/,,,,,,,,,,,,0
27,Low-Carb Main Dishes,Beef Stroganoff III,https://www.allrecipes.com/recipe/25202/beef-stroganoff-iii/,30 m,1 h,1 h 40 m,Original recipe yields 8 servings (6 to 8 servings),304  cals,23 ,5.7,16.6 ,83 ,619 ,"2 pounds beef chuck roast;1/2 teaspoon salt;1/2 teaspoon ground black pepper;4 ounces butter;4 green onions, sliced (white parts only);4 tablespoons all-purpose flour;1 (10.5 ounce) can condensed beef broth;1 teaspoon prepared mustard;1 (6 ounce) can sliced mushrooms, drained;1/3 cup sour cream;1/3 cup white wine;salt to taste;ground black pepper to taste",4
28,Low-Carb Side Dishes,Slow Cooker Kielbasa and Beer,https://www.allrecipes.com/recipe/21380/slow-cooker-kielbasa-and-beer/,10 m,6 h,6 h 10 m,Original recipe yields 8 servings,383  cals,31.1 ,7.8,14.7 ,75 ,1491 ,"2 pounds kielbasa sausage, cut into 1 inch pieces;1 (12 fluid ounce) can or bottle beer;1 (20 ounce) can sauerkraut, drained",1
29,Low-Carb Side Dishes,Dressed Up Brussels Sprouts,https://www.allrecipes.com/recipe/21473/dressed-up-brussels-sprouts/,5 m,15 m,20 m,Original recipe yields 5 servings (4 to 6 servings),181  cals,12.2 ,13,7.5 ,29 ,530 ,2 (10 ounce) packages frozen brussel sprouts;6 ounces diced kielbasa sausage;1 cup tomato-vegetable juice cocktail;1/4 teaspoon ground black pepper;1/8 teaspoon salt;1/4 teaspoon garlic powder;1/4 teaspoon dried oregano;1 tablespoon butter,2
30,Low-Carb Side Dishes,Okra and Tomatoes,https://www.allrecipes.com/recipe/20899/okra-and-tomatoes/,10 m,20 m,30 m,Original recipe yields 6 servings (6 to 8 servings),94  cals,4.7 ,11.5,3.8 ,6 ,250 ,"2 slices bacon;1 pound frozen okra, thawed and sliced;1 small onion, chopped;1/2 green bell pepper, chopped;2 celery, chopped;1 (14.5 ounce) can stewed tomatoes;salt and pepper to taste",3
31,Low-Carb Side Dishes,Pan-Fried Asparagus,https://www.allrecipes.com/recipe/18318/pan-fried-asparagus/,5 m,15 m,25 m,Original recipe yields 4 servings,188  cals,18.4 ,5.2,2.8 ,31 ,525 ,"1/4 cup butter;2 tablespoons olive oil;1 teaspoon coarse salt;1/4 teaspoon ground black pepper;3 cloves garlic, minced;1 pound fresh asparagus spears, trimmed",1
32,Low-Carb Side Dishes,Roasted Beets and Sauteed Beet Greens,https://www.allrecipes.com/recipe/54484/roasted-beets-and-sauteed-beet-greens/,10 m,1 h,1 h 10 m,Original recipe yields 4 servings,204  cals,13.9 ,18,5.3 ,0 ,442 ,"1 bunch beets with;greens;1/4 cup olive oil, divided;2 cloves garlic, minced;2 tablespoons chopped onion (optional);salt and pepper to taste;1 tablespoon red wine vinegar (optional)",3
33,Low-Carb Side Dishes,Sugar Snap Peas with Mint,https://www.allrecipes.com/recipe/59467/sugar-snap-peas-with-mint/,6 m,4 m,10 m,Original recipe yields 4 servings,67  cals,2.4 ,8.3,2.3 ,0 ,75 ,"2 teaspoons olive oil;3/4 pound sugar snap peas, trimmed;3 green onions, chopped;1 clove garlic, chopped;1/8 teaspoon salt;1/8 teaspoon pepper;1 tablespoon chopped fresh mint",1
34,Low-Carb Side Dishes,Tasty Collard Greens,https://www.allrecipes.com/recipe/31478/tasty-collard-greens/,30 m,2 h,2 h 30 m,Original recipe yields 10 servings,142  cals,7.9 ,10.6,9.6 ,23 ,689 ,"1/4 cup olive oil;2 tablespoons minced garlic;5 cups chicken stock;1 smoked turkey drumstick;5 bunches collard greens - rinsed, trimmed and chopped;salt and black pepper to taste;1 tablespoon crushed red pepper flakes (optional)",3
35,Low-Carb Side Dishes,Yellow Squash Casserole,https://www.allrecipes.com/recipe/18045/yellow-squash-casserole/,20 m,30 m,50 m,Original recipe yields 10 servings (1 - 9x13 inch pan),196  cals,14.8 ,10.3,6.1 ,69 ,463 ,"4 cups sliced yellow squash;1/2 cup chopped onion;35 buttery round crackers, crushed;1 cup shredded Cheddar cheese;2 eggs, beaten;3/4 cup milk;1/4 cup butter, melted;1 teaspoon salt;ground black pepper to taste;2 tablespoons butter",4
36,Low-Carb Side Dishes,Green Bean and Mushroom Medley,https://www.allrecipes.com/recipe/25285/green-bean-and-mushroom-medley/,20 m,15 m,35 m,Original recipe yields 6 servings,103  cals,7.9 ,7.7,1.9 ,20 ,610 ,"1/2 pound fresh green beans, cut into 1-inch lengths;2 carrots, cut into thick strips;1/4 cup butter;1 onion, sliced;1/2 pound fresh mushrooms, sliced;1 teaspoon salt;1/2 teaspoon seasoned salt;1/4 teaspoon garlic salt;1/4 teaspoon white pepper",2
37,Low-Carb Side Dishes,Roasted Garlic Cauliflower,https://www.allrecipes.com/recipe/54675/roasted-garlic-cauliflower/,15 m,25 m,40 m,Original recipe yields 6 servings,118  cals,8.2 ,8.6,4.7 ,4 ,111 ,"2 tablespoons minced garlic;3 tablespoons olive oil;1 large head cauliflower, separated into florets;1/3 cup grated Parmesan cheese;salt and black pepper to taste;1 tablespoon chopped fresh parsley",3
38,Low-Carb Side Dishes,Garlic Green Beans,https://www.allrecipes.com/recipe/18288/garlic-green-beans/,10 m,15 m,25 m,Original recipe yields 5 servings,157  cals,11.9 ,9.3,4 ,11 ,555 ,"1 tablespoon butter;3 tablespoons olive oil;1 medium head garlic - peeled and sliced;2 (14.5 ounce) cans green beans, drained;salt and pepper to taste;1/4 cup grated Parmesan cheese",1
39,Low-Carb Side Dishes,Awesome Broccoli-Cheese Casserole,https://www.allrecipes.com/recipe/13606/awesome-broccoli-cheese-casserole/,,,,,,,,,,,,0
40,Low-Carb Side Dishes,Grilled Asparagus,https://www.allrecipes.com/recipe/17445/grilled-asparagus/,15 m,3 m,18 m,Original recipe yields 4 servings,53  cals,3.5 ,4.4,2.5 ,0 ,2 ,"1 pound fresh asparagus spears, trimmed;1 tablespoon olive oil;salt and pepper to taste",3
41,Low-Carb Side Dishes,Asparagus Parmesan,https://www.allrecipes.com/recipe/58645/asparagus-parmesan/,,,,,,,,,,,,0
42,Low-Carb Side Dishes,Sesame Green Beans,https://www.allrecipes.com/recipe/25246/sesame-green-beans/,5 m,25 m,30 m,Original recipe yields 4 servings,78  cals,4.6 ,8.6,2.5 ,0 ,152 ,"1 tablespoon olive oil;1 tablespoon sesame seeds;1 pound fresh green beans, cut into 2 inch pieces;1/4 cup chicken broth;1/4 teaspoon salt;freshly ground black pepper to taste",2
43,Low-Carb Side Dishes,Shredded Brussels Sprouts,https://www.allrecipes.com/recipe/53715/shredded-brussels-sprouts/,20 m,25 m,45 m,Original recipe yields 8 servings,217  cals,15.8 ,12.4,10.2 ,26 ,344 ,"1/2 pound sliced bacon;1/4 cup butter;2/3 cup pine nuts;2 pounds Brussels sprouts, cored and shredded;3 green onions, minced;1/2 teaspoon seasoning salt;pepper to taste",2
44,Low-Carb Side Dishes,Smothered Green Beans,https://www.allrecipes.com/recipe/18329/smothered-green-beans/,20 m,30 m,50 m,Original recipe yields 6 servings (4 to 6 servings),97  cals,5.4 ,7,6.2 ,14 ,343 ,"6 thick slices bacon, chopped;1/2 cup onions, minced;1 teaspoon minced garlic;1 pound fresh green beans, trimmed;1 cup water;1/8 teaspoon salt;1 pinch ground black pepper",1
45,Low-Carb Side Dishes,Prosciutto Wrapped Asparagus,https://www.allrecipes.com/recipe/42704/prosciutto-wrapped-asparagus/,15 m,15 m,30 m,Original recipe yields 4 servings,292  cals,24.6 ,2.7,14.8 ,71 ,1210 ,"1/2 pound prosciutto, sliced;1/2 (8 ounce) package Neufchatel cheese, softened;12 spears fresh asparagus, trimmed",3
46,Low-Carb Side Dishes,Asparagus with Parmesan Crust,https://www.allrecipes.com/recipe/34946/asparagus-with-parmesan-crust/,10 m,15 m,25 m,Original recipe yields 4 servings,93  cals,5.6 ,7,5.3 ,6 ,114 ,"1 pound thin asparagus spears;1 tablespoon extra virgin olive oil;1 ounce shaved Parmesan cheese;freshly ground black pepper to taste;1/4 cup balsamic vinegar, or to taste",3
47,Low-Carb Side Dishes,Broccoli Casserole,https://www.allrecipes.com/recipe/18217/broccoli-casserole/,,,,,,,,,,,,0
48,Low-Carb Side Dishes,Green Beans with Bread Crumbs,https://www.allrecipes.com/recipe/14105/green-beans-with-bread-crumbs/,15 m,10 m,25 m,Original recipe yields 4 servings,210  cals,15.8 ,13.6,5.5 ,6 ,210 ,"1 pound fresh green beans, washed and trimmed;1/2 cup water;1/4 cup Italian-style seasoned bread crumbs;1/4 cup olive oil;salt and pepper to taste;1/4 teaspoon garlic powder;1/4 teaspoon dried oregano;1/4 teaspoon dried basil;1/4 cup grated Parmesan cheese",2
49,Low-Carb Side Dishes,Aunt Millie's Broccoli Casserole,https://www.allrecipes.com/recipe/16939/aunt-millies-broccoli-casserole/,,,,,,,,,,,,0
50,Low-Carb Side Dishes,Pat's Mushroom Saute,https://www.allrecipes.com/recipe/22415/pats-mushroom-saute/,5 m,30 m,35 m,Original recipe yields 4 servings,94  cals,7.9 ,5.3,2.3 ,15 ,46 ,"2 tablespoons butter;1/2 tablespoon olive oil;1/2 tablespoon balsamic vinegar;1 clove garlic, minced;1/8 teaspoon dried oregano;1 pound button mushrooms, sliced",1
51,Low-Carb Side Dishes,Lemon Pepper Green Beans,https://www.allrecipes.com/recipe/25248/lemon-pepper-green-beans/,5 m,20 m,25 m,Original recipe yields 6 servings,81  cals,5.9 ,6.3,2.3 ,10 ,186 ,"1 pound fresh green beans, rinsed and trimmed;2 tablespoons butter;1/4 cup sliced almonds;2 teaspoons lemon pepper",2
52,Low-Carb Appetizers,Dill Dip I,https://www.allrecipes.com/recipe/20572/dill-dip-i/,10 m,10 m,,Original recipe yields 16 servings (2 cups),131  cals,13.9 ,1.2,0.6 ,12 ,323 ,1 cup sour cream;1 cup mayonnaise;1 teaspoon celery salt;1 teaspoon dried onion flakes;1 teaspoon garlic salt;1 teaspoon dried dill weed;1 teaspoon monosodium glutamate (MSG);1 teaspoon dried parsley,1
53,Low-Carb Appetizers,Best Ever Hot Artichoke Dip,https://www.allrecipes.com/recipe/20503/best-ever-hot-artichoke-dip/,5 m,45 m,50 m,Original recipe yields 20 servings (5 cups),178  cals,16.6 ,2.7,5.5 ,16 ,271 ,"2 (6.5 ounce) jars marinated artichoke hearts, chopped;2 cups mozzarella cheese, shredded;1 cup grated Parmesan cheese;1 cup mayonnaise;1/2 cup sliced almonds (optional)",2
54,Low-Carb Appetizers,Lobster Dip,https://www.allrecipes.com/recipe/26846/lobster-dip/,10 m,10 m,,Original recipe yields 16 servings (2 cups),86  cals,7.9 ,0.7,3.4 ,35 ,101 ,"1 (7 ounce) can lobster meat, drained and flaked;1 tablespoon minced onion;1 tablespoon lemon juice;1 (8 ounce) package cream cheese, softened;4 tablespoons butter, softened;1 tablespoon prepared horseradish",1
55,Low-Carb Appetizers,Prosciutto Wrapped Asparagus,https://www.allrecipes.com/recipe/42704/prosciutto-wrapped-asparagus/,15 m,15 m,30 m,Original recipe yields 4 servings,292  cals,24.6 ,2.7,14.8 ,71 ,1210 ,"1/2 pound prosciutto, sliced;1/2 (8 ounce) package Neufchatel cheese, softened;12 spears fresh asparagus, trimmed",3
56,Low-Carb Appetizers,Puffs,https://www.allrecipes.com/recipe/9553/puffs/,,,,Original recipe yields 20 servings (20 puffs),39  cals,2.8 ,2.4,1 ,25 ,23 ,1/4 cup butter;1/2 cup water;1/2 cup all-purpose flour;2 eggs,4
57,Low-Carb Appetizers,Texas Caviar with Avocado,https://www.allrecipes.com/recipe/45611/texas-caviar-with-avocado/,15 m,15 m,,Original recipe yields 32 servings,66  cals,4.1 ,6.2,1.7 ,0 ,204 ,"2 (15.5 ounce) cans black-eyed peas, drained and rinsed;2 tomatoes, chopped;1 medium sweet onion, chopped;1/2 cup chopped jalapeno peppers;8 fluid ounces Italian dressing;cayenne pepper to taste;2 avocados - peeled, pitted, and chopped",1
58,Low-Carb Appetizers,Marinated Grilled Shrimp,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,15 m,6 m,55 m,Original recipe yields 6 servings,273  cals,14.7 ,2.8,31 ,230 ,472 ,"3 cloves garlic, minced;1/3 cup olive oil;1/4 cup tomato sauce;2 tablespoons red wine vinegar;2 tablespoons chopped fresh basil;1/2 teaspoon salt;1/4 teaspoon cayenne pepper;2 pounds fresh shrimp, peeled and deveined;skewers",3
59,Low-Carb Appetizers,Guacamole,https://www.allrecipes.com/recipe/14231/guacamole/,10 m,10 m,,Original recipe yields 4 servings,262  cals,22.2 ,18,3.7 ,0 ,596 ,"3 avocados - peeled, pitted, and mashed;1 lime, juiced;1 teaspoon salt;1/2 cup diced onion;3 tablespoons chopped fresh cilantro;2 roma (plum) tomatoes, diced;1 teaspoon minced garlic;1 pinch ground cayenne pepper (optional)",1
60,Low-Carb Appetizers,The Best Meatballs,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,30 m,20 m,50 m,Original recipe yields 8 servings,613  cals,53.2 ,6.6,26.6 ,149 ,333 ,"1 pound ground beef;1/2 pound ground veal;1/2 pound ground pork;2 cloves garlic, minced;2 eggs;1 cup freshly grated Romano cheese;1 1/2 tablespoons chopped Italian flat leaf parsley;salt and ground black pepper to taste;2 cups stale Italian bread, crumbled;1 1/2 cups lukewarm water;1 cup olive oil",3
61,Low-Carb Appetizers,Mouth-Watering Stuffed Mushrooms,https://www.allrecipes.com/recipe/15184/mouth-watering-stuffed-mushrooms/,25 m,20 m,45 m,Original recipe yields 12 servings (12 large mushrooms),88  cals,8.2 ,1.5,2.7 ,22 ,82 ,"12 whole fresh mushrooms;1 tablespoon vegetable oil;1 tablespoon minced garlic;1 (8 ounce) package cream cheese, softened;1/4 cup grated Parmesan cheese;1/4 teaspoon ground black pepper;1/4 teaspoon onion powder;1/4 teaspoon ground cayenne pepper",4
62,Low-Carb Appetizers,Artichoke & Spinach Dip Restaurant Style,https://www.allrecipes.com/recipe/33474/artichoke-spinach-dip-restaurant-style/,15 m,30 m,1 h 15 m,Original recipe yields 12 servings,153  cals,12.3 ,5.2,6.6 ,28 ,485 ,"4 cloves garlic;1 (10 ounce) package frozen chopped spinach, thawed and drained;1 (14 ounce) can artichoke hearts, drained and chopped;1 (10 ounce) container Alfredo-style pasta sauce;1 cup shredded mozzarella cheese;1/3 cup grated Parmesan cheese;1/2 (8 ounce) package cream cheese, softened",4
63,Low-Carb Appetizers,Hummus III,https://www.allrecipes.com/recipe/14830/hummus-iii/,10 m,10 m,,Original recipe yields 16 servings (2 cups),77  cals,4.3 ,8.1,2.6 ,0 ,236 ,"2 cups canned garbanzo beans, drained;1/3 cup tahini;1/4 cup lemon juice;1 teaspoon salt;2 cloves garlic, halved;1 tablespoon olive oil;1 pinch paprika;1 teaspoon minced fresh parsley",2
64,Low-Carb Appetizers,Grilled Marinated Shrimp,https://www.allrecipes.com/recipe/19484/grilled-marinated-shrimp/,30 m,10 m,2 h 40 m,Original recipe yields 6 servings,447  cals,37.5 ,3.7,25.3 ,230 ,800 ,"1 cup olive oil;1/4 cup chopped fresh parsley;1 lemon, juiced;2 tablespoons hot pepper sauce;3 cloves garlic, minced;1 tablespoon tomato paste;2 teaspoons dried oregano;1 teaspoon salt;1 teaspoon ground black pepper;2 pounds large shrimp, peeled and deveined with tails attached;skewers",3
65,Low-Carb Appetizers,Grilled Bacon Jalapeno Wraps,https://www.allrecipes.com/recipe/87076/grilled-bacon-jalapeno-wraps/,10 m,10 m,20 m,Original recipe yields 6 servings,391  cals,38.3 ,2.2,9.5 ,79 ,577 ,"6 fresh jalapeno peppers, halved lengthwise and seeded;1 (8 ounce) package cream cheese;12 slices bacon",3
66,Low-Carb Appetizers,Spinach Brownies,https://www.allrecipes.com/recipe/26972/spinach-brownies/,20 m,35 m,55 m,Original recipe yields 24 servings,92  cals,6 ,5.6,4.1 ,32 ,216 ,"1 (10 ounce) package spinach, rinsed and chopped;1 cup all-purpose flour;1 teaspoon salt;1 teaspoon baking powder;2 eggs;1 cup milk;1/2 cup butter, melted;1 onion, chopped;1 (8 ounce) package shredded mozzarella cheese",4
67,Low-Carb Appetizers,Best Ever Jalapeno Poppers,https://www.allrecipes.com/recipe/20858/best-ever-jalapeno-poppers/,45 m,15 m,1 h,Original recipe yields 32 servings,149  cals,12 ,6.8,3.9 ,20 ,110 ,"12 ounces cream cheese, softened;1 (8 ounce) package shredded Cheddar cheese;1 tablespoon bacon bits;12 ounces jalapeno peppers, seeded and halved;1 cup milk;1 cup all-purpose flour;1 cup dry bread crumbs;2 quarts oil for frying",4
68,Low-Carb Appetizers,D's Famous Salsa,https://www.allrecipes.com/recipe/16259/ds-famous-salsa/,10 m,10 m,,Original recipe yields 16 servings,16  cals,0.1 ,3.9,0.6 ,0 ,283 ,"2 (14.5 ounce) cans stewed tomatoes;1/2 onion, finely diced;1 teaspoon minced garlic;1/2 lime, juiced;1 teaspoon salt;1/4 cup canned sliced green chiles, or to taste;3 tablespoons chopped fresh cilantro",1
69,Low-Carb Appetizers,Spiced Pumpkin Seeds,https://www.allrecipes.com/recipe/13839/spiced-pumpkin-seeds/,10 m,1 h,1 h 10 m,Original recipe yields 8 servings (2 cups),90  cals,5.1 ,8.9,3 ,0 ,214 ,"1 1/2 tablespoons margarine, melted;1/2 teaspoon salt;1/8 teaspoon garlic salt;2 teaspoons Worcestershire sauce;2 cups raw whole pumpkin seeds",3
70,Low-Carb Appetizers,Real Hummus,https://www.allrecipes.com/recipe/26921/real-hummus/,15 m,15 m,,Original recipe yields 20 servings (2.5 cups),54  cals,2.5 ,6.8,1.6 ,0 ,199 ,"1 clove garlic;1 (19 ounce) can garbanzo beans, half the liquid reserved;4 tablespoons lemon juice;2 tablespoons tahini;1 clove garlic, chopped;1 teaspoon salt;black pepper to taste;2 tablespoons olive oil",2
71,Low-Carb Appetizers,BLT Dip,https://www.allrecipes.com/recipe/14944/blt-dip/,5 m,10 m,25 m,Original recipe yields 16 servings (3 cups dip),181  cals,17.8 ,1.5,4.1 ,22 ,301 ,"1 pound bacon;1 cup mayonnaise;1 cup sour cream;1 tomato - peeled, seeded and diced",2
72,Low-Carb Appetizers,Pumpkin Fluff Dip ,https://www.allrecipes.com/recipe/24740/pumpkin-fluff-dip/,5 m,5 m,,Original recipe yields 32 servings (4 cups),65  cals,3.6 ,8.4,0.3 ,0 ,99 ,"1 (16 ounce) container frozen whipped topping, thawed;1 (5 ounce) package instant vanilla pudding mix;1 (15 ounce) can solid pack pumpkin;1 teaspoon pumpkin pie spice",1
