,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
10,Chanterelle Mushrooms,Chicken and Wild Mushrooms with White Wine and Cream,https://www.allrecipes.com/recipe/245094/chicken-and-wild-mushrooms-with-white-wine-and-cream/,,,,,,,,,,,,0
11,Chanterelle Mushrooms,Easy Chanterelle Mushrooms in Cream Sauce,https://www.allrecipes.com/recipe/259338/easy-chanterelle-mushrooms-in-cream-sauce/,20 m,15 m,35 m,Original recipe yields 4 servings,227  cals,16.8 ,14,4.2 ,56 ,372 ,"2 tablespoons butter;3 shallots, minced;3 cups fresh wild chanterelle mushrooms, cleaned and quartered;1/2 cup heavy whipping cream;1 1/2 teaspoons all-purpose flour;1/2 teaspoon cold water, or as needed;1/2 teaspoon salt;1/2 teaspoon herbes de Provence, or to taste;fresh ground black pepper, to taste",2
12,Chanterelle Mushrooms,Swedish Chanterelle Mushroom Pate,https://www.allrecipes.com/recipe/163214/swedish-chanterelle-mushroom-pate/,25 m,1 h 10 m,1 h 40 m,Original recipe yields 8 servings (1 - 8 1/2 x 4 1/2 inch loaf pan),229  cals,16 ,6.8,13.4 ,66 ,744 ,"1 tablespoon butter;2 cloves garlic, minced;2 shallots, finely chopped;1 tablespoon butter;1 pound fresh or frozen chanterelle mushrooms, torn;1/4 cup chopped fresh parsley;3/4 pound ground pork;2 egg whites;1 1/2 teaspoons salt;1/2 teaspoon ground black pepper;1/2 cup whipping cream;10 thin slices smoked ham",4
13,Chanterelle Mushrooms,Broiled Scallops with Chanterelles,https://www.allrecipes.com/recipe/231868/broiled-scallops-with-chanterelles/,15 m,15 m,30 m,Original recipe yields 6 servings,241  cals,18.2 ,3.8,14.9 ,77 ,290 ,"2 tablespoons butter;1/2 pound chanterelle mushrooms;7 tablespoons butter;1 tomato - peeled, seeded, and chopped;2 tablespoons balsamic vinegar;1 pound scallops",4
14,Chanterelle Mushrooms,Pork Rib in Chanterelle Mushroom Gravy,https://www.allrecipes.com/recipe/231869/pork-rib-in-chanterelle-mushroom-gravy/,15 m,20 m,35 m,Original recipe yields 4 servings,567  cals,40.7 ,28.7,19.6 ,121 ,230 ,"1/2 cup butter;2 cups lightly packed sliced chanterelle mushrooms;1 tablespoon minced garlic;2 teaspoons olive oil;1 pound boneless pork ribs, cut into 1/2-inch cubes;1 cup all-purpose flour;2 cups water;salt and ground black pepper to taste",3
15,Chanterelle Mushrooms,Baked Wild Mushroom Risotto,https://www.allrecipes.com/recipe/245456/baked-wild-mushroom-risotto/,15 m,30 m,45 m,Original recipe yields 8 servings,299  cals,8.2 ,45.1,6.6 ,3 ,455 ,"1/4 cup olive oil;1 leek, thinly sliced;1 small yellow onion, diced;Salt to taste;1 pound wild or cultivated mushrooms, sliced;3 cloves garlic, minced;1 tablespoon fresh thyme leaves;1 1/2 cups Arborio rice;1/2 cup dry white wine;2 tablespoons balsamic vinegar;6 cups vegetable or chicken broth;Salt and ground black pepper, to taste;1 ounce finely grated Parmesan cheese;4 sage leaves, finely chopped;Reynolds Wrap® Aluminum Foil",4
16,Chanterelle Mushrooms,Chanterelle Mushroom and Wild Rice Soup,https://www.allrecipes.com/recipe/247425/chanterelle-mushroom-and-wild-rice-soup/,15 m,43 m,58 m,Original recipe yields 4 servings,306  cals,4.5 ,51.6,13.1 ,5 ,2268 ,"1 tablespoon olive oil;1 onion, chopped;1/2 head garlic, minced;5 cups fresh chanterelle mushrooms, or more to taste;1 cup wild rice;4 cups chicken broth, or more to taste;3 tablespoons soy sauce;2 tablespoons lemon juice;1 tablespoon dried parsley;2 teaspoons ground black pepper;2 teaspoons dill;1 teaspoon ground paprika;1 teaspoon salt, or more to taste",2
17,Chanterelle Mushrooms,Red Wine Risotto,https://www.allrecipes.com/recipe/235859/red-wine-risotto/,10 m,30 m,40 m,Original recipe yields 4 servings,408  cals,12.9 ,48.7,11.8 ,15 ,380 ,"2 tablespoons olive oil;1 1/2 ounces prosciutto;1 large shallot, minced;1 clove garlic, chopped;2 chanterelle mushrooms, sliced;1 cup arborio rice;1 cup red wine;3 cups beef stock, or more as needed, divided;1/2 cup arugula;1/3 cup freshly grated Parmesan cheese;1 tablespoon chopped fresh thyme;ground black pepper to taste",3
18,Chanterelle Mushrooms,Wild Mushroom Tart,https://www.allrecipes.com/recipe/266340/wild-mushroom-tart/,30 m,1 h,2 h 30 m,Original recipe yields 8 servings (1 10-inch tart),381  cals,24.8 ,27.5,11.6 ,116 ,289 ,"Pastry:;1/2 cup hazelnuts;1 1/2 cups all-purpose flour;1/2 teaspoon salt;6 tablespoons unsalted butter, cut into pieces;1 egg yolk;3 tablespoons iced water, or more as needed;Filling:;1 tablespoon unsalted butter;1/2 cup minced shallot;1 1/2 pounds chanterelle mushrooms, coarsely chopped;salt and ground black pepper to taste;1 (4 ounce) log goat cheese (chevre), softened;2 eggs;1 cup half-and-half;2 tablespoons minced Italian parsley",12
19,Chanterelle Mushrooms,Bavarian Chanterelle Mushrooms with Bacon,https://www.allrecipes.com/recipe/266734/bavarian-chanterelle-mushrooms-with-bacon/,10 m,15 m,25 m,Original recipe yields 4 servings,101  cals,4.8 ,8.1,4.4 ,13 ,190 ,"1 tablespoon butter;2 slices lean bacon, chopped;1 small onion, finely chopped;1 pound chanterelle mushrooms, cut lengthwise;salt and freshly ground black pepper to taste;2 tablespoons chopped fresh parsley, or to taste",2
20,Crimini Mushrooms,"Chicken, Fennel and Mushroom Soup",https://www.allrecipes.com/recipe/20535/chicken-fennel-and-mushroom-soup/,,,,,,,,,,,,0
21,Crimini Mushrooms,Gourmet Mushroom Risotto,https://www.allrecipes.com/recipe/85389/gourmet-mushroom-risotto/,20 m,30 m,50 m,Original recipe yields 6 servings,431  cals,16.6 ,56.6,11.3 ,29 ,1131 ,"6 cups chicken broth, divided;3 tablespoons olive oil, divided;1 pound portobello mushrooms, thinly sliced;1 pound white mushrooms, thinly sliced;2 shallots, diced;1 1/2 cups Arborio rice;1/2 cup dry white wine;sea salt to taste;freshly ground black pepper to taste;3 tablespoons finely chopped chives;4 tablespoons butter;1/3 cup freshly grated Parmesan cheese",4
22,Crimini Mushrooms,"Chicken, Mushroom, and Polenta Lasagna",https://www.allrecipes.com/recipe/142512/chicken-mushroom-and-polenta-lasagna/,,,,,,,,,,,,0
23,Crimini Mushrooms,Hungarian Mushroom Soup,https://www.allrecipes.com/recipe/17897/hungarian-mushroom-soup/,15 m,35 m,50 m,Original recipe yields 6 servings,201  cals,13.5 ,14.8,7.5 ,32 ,829 ,"4 tablespoons unsalted butter;2 cups chopped onions;1 pound fresh mushrooms, sliced;2 teaspoons dried dill weed;1 tablespoon paprika;1 tablespoon soy sauce;2 cups chicken broth;1 cup milk;3 tablespoons all-purpose flour;1 teaspoon salt;ground black pepper to taste;2 teaspoons lemon juice;1/4 cup chopped fresh parsley;1/2 cup sour cream",3
24,Crimini Mushrooms,Mouth-Watering Stuffed Mushrooms,https://www.allrecipes.com/recipe/15184/mouth-watering-stuffed-mushrooms/,25 m,20 m,45 m,Original recipe yields 12 servings (12 large mushrooms),88  cals,8.2 ,1.5,2.7 ,22 ,82 ,"12 whole fresh mushrooms;1 tablespoon vegetable oil;1 tablespoon minced garlic;1 (8 ounce) package cream cheese, softened;1/4 cup grated Parmesan cheese;1/4 teaspoon ground black pepper;1/4 teaspoon onion powder;1/4 teaspoon ground cayenne pepper",4
25,Crimini Mushrooms,Mushroom Pork Chops,https://www.allrecipes.com/recipe/14746/mushroom-pork-chops/,10 m,30 m,40 m,Original recipe yields 4 servings,210  cals,8.5 ,9.6,23.6 ,65 ,924 ,"4 pork chops;salt and pepper to taste;1 pinch garlic salt, or to taste;1 onion, chopped;1/2 pound fresh mushrooms, sliced;1 (10.75 ounce) can condensed cream of mushroom soup",2
26,Crimini Mushrooms,Chicken With Mushrooms,https://www.allrecipes.com/recipe/8493/chicken-with-mushrooms/,,,,,,,,,,,,0
27,Crimini Mushrooms,Cream of Mushroom Soup I,https://www.allrecipes.com/recipe/13096/cream-of-mushroom-soup-i/,20 m,30 m,50 m,Original recipe yields 6 servings,148  cals,11 ,8.6,4.8 ,30 ,364 ,5 cups sliced fresh mushrooms;1 1/2 cups chicken broth;1/2 cup chopped onion;1/8 teaspoon dried thyme;3 tablespoons butter;3 tablespoons all-purpose flour;1/4 teaspoon salt;1/4 teaspoon ground black pepper;1 cup half-and-half;1 tablespoon sherry,3
28,Crimini Mushrooms,Portobello Mushroom Stroganoff,https://www.allrecipes.com/recipe/60923/portobello-mushroom-stroganoff/,10 m,20 m,30 m,Original recipe yields 4 servings,525  cals,30.1 ,53.3,12.8 ,101 ,295 ,"3 tablespoons butter;1 large onion, chopped;3/4 pound portobello mushrooms, sliced;1 1/2 cups vegetable broth;1 1/2 cups sour cream;3 tablespoons all-purpose flour;1/4 cup chopped fresh parsley;8 ounces dried egg noodles",4
29,Crimini Mushrooms,Classic Meatloaf,https://www.allrecipes.com/recipe/219171/classic-meatloaf/,30 m,45 m,1 h 15 m,Original recipe yields 10 servings (1 meatloaf),284  cals,14.9 ,14.8,21.6 ,85 ,755 ,"Meatloaf Ingredients:;1 carrot, coarsely chopped;1 rib celery, coarsely chopped;1/2 onion, coarsely chopped;1/2 red bell pepper, coarsely chopped;4 white mushrooms, coarsely chopped;3 cloves garlic, coarsely chopped;2 1/2 pounds ground chuck;1 tablespoon Worcestershire sauce;1 egg, beaten;1 teaspoon dried Italian herbs;2 teaspoons salt;1 teaspoon ground black pepper;1/2 teaspoon cayenne pepper;1 cup plain bread crumbs;1 teaspoon olive oil;Glaze Ingredients:;2 tablespoons brown sugar;2 tablespoons ketchup;2 tablespoons Dijon mustard;hot pepper sauce to taste",7
30,Crimini Mushrooms,Paprika Chicken with Mushrooms,https://www.allrecipes.com/recipe/8658/paprika-chicken-with-mushrooms/,,,,,,,,,,,,0
31,Crimini Mushrooms,Crab-Stuffed Filet Mignon with Whiskey Peppercorn Sauce,https://www.allrecipes.com/recipe/46815/crab-stuffed-filet-mignon-with-whiskey-peppercorn-sauce/,1 h,30 m,1 h 30 m,Original recipe yields 4 servings,748  cals,57.3 ,6.7,41.4 ,215 ,1175 ,"CRAB STUFFING:;2 tablespoons olive oil;1 teaspoon minced onion;1 teaspoon minced green onion;1 teaspoon minced garlic;1 teaspoon minced celery;1 teaspoon minced green bell pepper;2 tablespoons shrimp stock or water;1 (6 ounce) can crab meat, drained;2 tablespoons bread crumbs;1 teaspoon Cajun seasoning;PEPPERCORN SAUCE;1 1/4 cups beef broth;1 teaspoon cracked black pepper;1 fluid ounce whiskey;1 cup heavy cream;STEAKS:;4 (6 ounce) filet mignon steaks;4 slices bacon, cooked lightly;salt and cracked black pepper to taste;1 tablespoon olive oil;1 clove garlic, minced;1 teaspoon minced shallot;1 cup crimini mushrooms, sliced;1 fluid ounce whiskey;1 teaspoon Dijon mustard",4
32,Crimini Mushrooms,Slow Cooker Pork Cacciatore,https://www.allrecipes.com/recipe/68943/slow-cooker-pork-cacciatore/,15 m,8 h 30 m,8 h 45 m,Original recipe yields 4 servings,614  cals,31 ,41.8,34.5 ,82 ,1485 ,"2 tablespoons olive oil;1 onion, sliced;4 boneless pork chops;1 (28 ounce) jar pasta sauce;1 (28 ounce) can diced tomatoes;1 green bell pepper, seeded and sliced into strips;1 (8 ounce) package fresh mushrooms, sliced;2 large cloves garlic, minced;1 teaspoon Italian seasoning;1/2 teaspoon dried basil;1/2 cup dry white wine;4 slices mozzarella cheese",3
33,Crimini Mushrooms,Amazing Pork Chops in Cream Sauce,https://www.allrecipes.com/recipe/55191/amazing-pork-chops-in-cream-sauce/,10 m,15 m,25 m,Original recipe yields 8 servings,349  cals,24.7 ,2.5,24.5 ,105 ,86 ,"3 tablespoons butter;8 boneless pork chops;salt, to taste;ground black pepper, to taste;3/4 cup white wine;3/4 cup heavy cream;1 (8 ounce) package sliced fresh mushrooms",2
34,Crimini Mushrooms,Veggie Pita Pizza,https://www.allrecipes.com/recipe/14584/veggie-pita-pizza/,5 m,15 m,20 m,Original recipe yields 1 servings (1 serving),405  cals,18 ,39.9,19.7 ,44 ,1156 ,1 pita bread round;1 teaspoon olive oil;3 tablespoons pizza sauce;1/2 cup shredded mozzarella cheese;1/4 cup sliced crimini mushrooms;1/8 teaspoon garlic salt,3
35,Crimini Mushrooms,Brussels Sprouts in a Sherry Bacon Cream Sauce,https://www.allrecipes.com/recipe/216028/brussels-sprouts-in-a-sherry-bacon-cream-sauce/,20 m,35 m,1 h 55 m,Original recipe yields 4 servings,371  cals,30.8 ,16.9,9 ,60 ,2190 ,"1 tablespoon salt;1 pound Brussels sprouts, trimmed and halved lengthwise;2 tablespoons olive oil;sea salt and freshly ground black pepper to taste;4 slices bacon, chopped;1 shallot, chopped;7 cremini mushrooms, chopped, or more to taste;1 clove garlic, minced;1/4 cup cream sherry;1/2 cup heavy cream",4
36,Crimini Mushrooms,Northern Italian Beef Stew,https://www.allrecipes.com/recipe/229089/northern-italian-beef-stew/,30 m,4 h 20 m,4 h 50 m,Original recipe yields 8 servings,476  cals,10.2 ,34.4,49.9 ,102 ,500 ,"2 tablespoons olive oil;2 pounds lean top round, trimmed and cut into 1-inch cubes;2 large sweet onions, diced;2 cups large chunks of celery;4 large carrots, peeled and cut into large rounds;1 pound crimini mushrooms, sliced;2 tablespoons minced garlic;2 cups dry red wine;4 large tomatoes, chopped;1 1/2 pounds red potatoes (such as Red Bliss), cut into 1-inch chunks;1 tablespoon dried basil;1 teaspoon dried thyme;1 teaspoon dried marjoram;1/2 teaspoon dried sage;1 quart beef stock;2 cups tomato sauce",5
37,Crimini Mushrooms,Rolled Flank Steak,https://www.allrecipes.com/recipe/141155/rolled-flank-steak/,45 m,1 h,5 h 45 m,Original recipe yields 6 servings,472  cals,36.9 ,3,31.4 ,67 ,1422 ,"1 (2 pound) beef flank steak;1/4 cup soy sauce;1/2 cup olive oil;2 teaspoons steak seasoning;8 ounces thinly sliced provolone cheese;4 slices thick cut bacon;1/2 cup fresh spinach leaves;1/2 cup sliced crimini mushrooms;1/2 red bell pepper, seeded and cut into strips",5
38,Crimini Mushrooms,Quinoa with Sweet Potato and Mushrooms,https://www.allrecipes.com/recipe/160743/quinoa-with-sweet-potato-and-mushrooms/,25 m,30 m,55 m,Original recipe yields 4 servings,173  cals,9.2 ,19.3,4.4 ,0 ,108 ,"1/3 cup quinoa;1 cup water;1 pinch salt;1 tablespoon olive oil;1 teaspoon minced garlic;1 small sweet onion, chopped;1 cup crimini mushrooms, sliced;1 small sweet potato, peeled and diced;1/4 teaspoon cayenne pepper;salt and pepper to taste;1/4 cup chopped, toasted pecans",2
39,Crimini Mushrooms,Overnight Asparagus Mushroom Strata,https://www.allrecipes.com/recipe/213651/overnight-asparagus-mushroom-strata/,25 m,45 m,9 h 15 m,Original recipe yields 8 servings,349  cals,18.9 ,24.7,21.2 ,226 ,785 ,"2 teaspoons butter, or as needed;1 3/4 cups sliced crimini mushrooms;5 English muffins, split and toasted;1 cup shredded Colby-Monterey Jack cheese;1 pound fresh asparagus, trimmed and cut into 1-inch pieces;1/2 cup chopped red bell pepper;1/2 onion, finely chopped;8 eggs;2 cups milk;1 teaspoon salt;1 teaspoon dry mustard powder;1/4 teaspoon ground black pepper;1 cup shredded Colby-Monterey Jack cheese",6
40,Crimini Mushrooms,Mushrooms and Spinach Italian Style,https://www.allrecipes.com/recipe/34785/mushrooms-and-spinach-italian-style/,20 m,10 m,30 m,Original recipe yields 4 servings (4 serving),199  cals,14.2 ,10.3,5.6 ,0 ,69 ,"4 tablespoons olive oil;1 small onion, chopped;2 cloves garlic, chopped;14 ounces fresh mushrooms, sliced;10 ounces clean fresh spinach, roughly chopped;2 tablespoons balsamic vinegar;1/2 cup white wine;salt and freshly ground black pepper to taste;chopped fresh parsley, for garnish",2
41,Crimini Mushrooms,Absolutely Delicious Green Bean Casserole from Scratch,https://www.allrecipes.com/recipe/94570/absolutely-delicious-green-bean-casserole-from-scratch/,20 m,15 m,35 m,Original recipe yields 6 servings,337  cals,24.9 ,20.8,8.7 ,46 ,469 ,"2 (12 ounce) packages frozen French cut green beans;8 ounces crimini mushrooms, quartered;3 tablespoons butter;1 small onion, halved and thinly sliced;1 tablespoon chopped fresh parsley;2 tablespoons all-purpose flour;1/2 teaspoon lemon zest;1/2 teaspoon salt;1 pinch ground black pepper;1/2 cup milk;1 cup sour cream;1/2 cup shredded Cheddar cheese;1 (2.8 ounce) can canned French fried onions",5
42,Crimini Mushrooms,Eggplant Mixed Grill,https://www.allrecipes.com/recipe/73297/eggplant-mixed-grill/,15 m,12 m,2 h 30 m,Original recipe yields 6 servings,107  cals,4.9 ,13.3,4.3 ,0 ,340 ,"2 tablespoons olive oil;2 tablespoons chopped fresh parsley;2 tablespoons chopped fresh oregano;2 tablespoons chopped fresh basil;1 tablespoon balsamic vinegar;1 teaspoon kosher salt;1/2 teaspoon black pepper;6 cloves garlic, minced;1 red onion, cut into wedges;18 spears fresh asparagus, trimmed;12 crimini mushrooms, stems removed;1 (1 pound) eggplant, sliced into 1/4 inch rounds;1 red bell pepper, cut into wedges;1 yellow bell pepper, cut into wedges",3
43,Crimini Mushrooms,Pork Chops with Garden Rice,https://www.allrecipes.com/recipe/68996/pork-chops-with-garden-rice/,15 m,1 h 15 m,1 h 30 m,Original recipe yields 6 servings,366  cals,13.2 ,32.1,27 ,69 ,496 ,"6 (1 inch thick) pork chops;1/2 teaspoon salt;1/4 teaspoon ground black pepper;1/2 teaspoon paprika;2 tablespoons olive oil;1 clove garlic, minced;1 (14 ounce) can vegetable broth;1 cup uncooked long grain white rice;1 (14.5 ounce) can Italian-style diced tomatoes, drained;1/2 cup chopped green bell pepper;1/2 cup chopped orange bell pepper;1/3 cup chopped green onions;1/2 cup thinly sliced fresh mushrooms",4
44,Crimini Mushrooms,Artichoke Chicken Casserole,https://www.allrecipes.com/recipe/228451/artichoke-chicken-casserole/,,,,,,,,,,,,0
45,Crimini Mushrooms,Roasted Veggie Pasta,https://www.allrecipes.com/recipe/45644/roasted-veggie-pasta/,15 m,15 m,30 m,Original recipe yields 3 servings,456  cals,14.6 ,66.7,16.8 ,6 ,213 ,"1/4 pound fresh asparagus;2 red bell pepper, sliced;1/4 pound crimini mushrooms, sliced;10 cloves roasted garlic, chopped;1/2 tomato, quartered;1/2 teaspoon chopped fresh rosemary;1/2 teaspoon chopped fresh oregano;2 tablespoons olive oil;8 ounces dry fettuccini noodles;1/4 cup grated Parmesan cheese;2 tablespoons tapenade",3
46,Crimini Mushrooms,Mushroom Sauce,https://www.allrecipes.com/recipe/14631/mushroom-sauce/,5 m,15 m,20 m,Original recipe yields 4 servings (2 cups),167  cals,14.8 ,4.1,3 ,38 ,500 ,"2 cups fresh sliced mushrooms;1/4 cup butter;1 tablespoon butter;1 tablespoon shallots, minced;1/2 cup chopped mushrooms;1/2 teaspoon dried thyme;1 bay leaf;1/4 cup red wine;2 cups beef broth;1 tablespoon arrowroot powder;salt to taste;freshly ground black pepper",3
47,Crimini Mushrooms,Avocado Chicken Stir-Fry,https://www.allrecipes.com/recipe/198796/avocado-chicken-stir-fry/,,,,,,,,,,,,0
48,Crimini Mushrooms,"Beef, Mushroom and Guinness® Pie",https://www.allrecipes.com/recipe/216928/beef-mushroom-and-guinness-pie/,25 m,2 h 35 m,3 h,Original recipe yields 6 servings (1 pot pie),500  cals,31.7 ,28.6,21.8 ,77 ,259 ,"3 tablespoons olive oil, divided;1 pound cubed beef stew meat;2 slices bacon, chopped;1 white onion, chopped;1 carrot, sliced;1/3 pound crimini mushrooms, sliced;1 clove garlic, crushed;1 teaspoon white sugar;1 1/2 tablespoons all-purpose flour;1 cup Irish stout beer (such as Guinness®);1 1/4 cups beef stock;1/2 teaspoon ground thyme;2 bay leaves;1/2 teaspoon cornstarch, or as needed;1 teaspoon water;1 sheet frozen puff pastry, thawed;1 egg, beaten",5
49,Enoki Mushrooms,Bacon Wrapped Delights,https://www.allrecipes.com/recipe/100439/bacon-wrapped-delights/,25 m,15 m,40 m,Original recipe yields 6 servings (24 pieces),225  cals,15.6 ,4.9,15.6 ,41 ,859 ,"12 spears white asparagus;4 ounces enoki mushrooms;4 ounces shiitake mushrooms, stemmed and sliced 1/4-inch thick;24 slices bacon",5
50,Enoki Mushrooms,Mushroom Bolognese,https://www.allrecipes.com/recipe/214552/mushroom-bolognese/,30 m,1 h,1 h 30 m,Original recipe yields 6 servings,80  cals,6.1 ,4.5,1.8 ,16 ,99 ,"1 1/2 teaspoons butter;1 1/4 teaspoons olive oil;1/2 pound portobello mushrooms, chopped;1/4 cup chopped onion;1/4 cup chopped carrot;2 tablespoons chopped celery;2 tablespoons white wine;1/2 cup beef broth;1 1/4 teaspoons tomato paste;1 teaspoon butter;2 ounces enoki mushrooms;3 1/2 tablespoons heavy cream;1 pinch ground nutmeg;salt and pepper to taste",3
51,Enoki Mushrooms,Stuffed Cod Wrapped in Bacon,https://www.allrecipes.com/recipe/85268/stuffed-cod-wrapped-in-bacon/,15 m,10 m,25 m,Original recipe yields 8 servings,231  cals,8.4 ,3,33.9 ,72 ,393 ,"8 (6 ounce) fillets cod;2 tablespoons sesame oil;2 tablespoons chili sauce;8 slices bacon;1 leek, chopped;1 ounce enoki mushrooms",3
52,Enoki Mushrooms,Enoki Omelet Patties,https://www.allrecipes.com/recipe/231377/enoki-omelet-patties/,15 m,10 m,25 m,Original recipe yields 4 servings,131  cals,8.6 ,6.1,7.8 ,186 ,82 ,"2 (3 ounce) packages enoki mushrooms, coarsely chopped;1/2 cup chopped green onions;1 small carrot, peeled and very finely chopped;4 eggs;2 pinches ground white pepper, or to taste;1 tablespoon vegetable oil, or as needed",2
