,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
12,Lima Bean Recipes,Gigantes (Greek Lima Beans),https://www.allrecipes.com/recipe/152938/gigantes-greek-lima-beans/,10 m,1 h 50 m,10 h,Original recipe yields 8 servings,449  cals,27.5 ,40.4,13 ,0 ,171 ,"1 (16 ounce) package dried lima beans;2 (16 ounce) cans chopped tomatoes with juice;1 cup olive oil;3 cloves garlic, chopped;sea salt to taste;1 teaspoon chopped fresh dill",4
13,Lima Bean Recipes,Slow Cooker Southern Lima Beans and Ham,https://www.allrecipes.com/recipe/223495/slow-cooker-southern-lima-beans-and-ham/,15 m,7 h,15 h 15 m,Original recipe yields 8 servings,133  cals,3.4 ,17.8,8.4 ,9 ,346 ,"1 pound dried baby lima beans;2 quarts water;2 onions, coarsely chopped;1 meaty ham bone;1 cup leftover ham meat from bone, chopped;3 cups water, or as needed to cover;1 teaspoon Cajun seasoning;1/4 teaspoon freshly ground black pepper;1/4 teaspoon garlic salt, or to taste;1 pinch cayenne pepper",2
14,Lima Bean Recipes,Succotash,https://www.allrecipes.com/recipe/25269/succotash/,15 m,30 m,45 m,Original recipe yields 6 servings,477  cals,33.9 ,40.1,8.7 ,81 ,1083 ,"1 cup butter, divided;2 cups fresh lima beans;1/2 teaspoon salt;4 fresh tomatoes, peeled and chopped;2 teaspoons white sugar;4 ears fresh corn kernels, cut from the cob",3
15,Lima Bean Recipes,Slow Cooker Barbecue Beans,https://www.allrecipes.com/recipe/22170/slow-cooker-barbecue-beans/,15 m,6 h,6 h 15 m,Original recipe yields 8 servings,472  cals,18.4 ,53.2,25 ,60 ,2150 ,"1 pound lean ground beef;3/4 cup chopped raw bacon;1 small onion, finely chopped;2 (16 ounce) cans baked beans with pork;1 (15.25 ounce) can red kidney beans, with liquid;1 (15 ounce) can lima beans, partially drained;1 cup ketchup;1 tablespoon liquid smoke flavoring;1 tablespoon salt;1 tablespoon hot sauce;1/4 tablespoon garlic powder",3
16,Lima Bean Recipes,Lima and Navy Bean and Ham Soup,https://www.allrecipes.com/recipe/13429/lima-and-navy-bean-and-ham-soup/,,,,Original recipe yields 9 servings (8 to 10 servings),541  cals,11.6 ,80.8,29.8 ,24 ,1637 ,"3 (3.5 ounce) links Italian sausage, casings removed;1 large meaty ham bone or 4 smoked ham hocks;16 ounces dry lima beans;1 (16 ounce) package dried navy beans;2 (14.5 ounce) cans stewed tomatoes;1 (6 ounce) can tomato paste;1 onion, chopped;4 stalks celery, chopped;4 carrots, sliced;4 cloves garlic, minced;1/4 cup chopped fresh parsley;3 bay leaves;1/4 cup chopped fresh chives;2 tablespoons chopped fresh basil;6 green onions, chopped;1 teaspoon dried thyme;1 teaspoon mustard powder;1 teaspoon ground cayenne pepper;1 teaspoon salt (optional);1 teaspoon ground black pepper;2 tablespoons Worcestershire sauce;3 tablespoons chicken bouillon powder;1 (12 fluid ounce) can or bottle beer",3
17,Lima Bean Recipes,Ryan's Favorite Beans,https://www.allrecipes.com/recipe/75177/ryans-favorite-beans/,30 m,1 h,1 h 30 m,Original recipe yields 20 servings,249  cals,5.7 ,38.5,12.8 ,23 ,930 ,"6 slices bacon;1 pound ground beef;1 1/2 cups chopped onion;1 (31 ounce) can pork and beans, drained;1 (31 ounce) can pork and beans, with liquid;2 (15 ounce) cans kidney beans, drained;1 (15 ounce) can lima beans, drained;1 1/2 cups barbeque sauce;1/3 cup packed brown sugar;2 tablespoons cider vinegar;1 teaspoon liquid smoke flavoring (optional);1 teaspoon salt;1/2 teaspoon ground black pepper",4
18,Lima Bean Recipes,Five Bean Casserole,https://www.allrecipes.com/recipe/13794/five-bean-casserole/,10 m,2 h 30 m,2 h 40 m,Original recipe yields 12 servings (10 to 12 servings),254  cals,3.4 ,45.9,12.2 ,7 ,953 ,"1/2 pound bacon;2 cups chopped onion;1/2 cup packed brown sugar;1 teaspoon mustard powder;1/2 teaspoon garlic powder;1 teaspoon salt;1/2 cup cider vinegar;1 (15 ounce) can butter beans;1 (15 ounce) can lima beans, drained;1 (15 ounce) can kidney beans, drained;1 (15 ounce) can garbanzo beans, drained;1 (28 ounce) can baked beans",4
19,Lima Bean Recipes,Calico Beans with Beef and Bacon,https://www.allrecipes.com/recipe/18216/calico-beans-with-beef-and-bacon/,20 m,45 m,1 h 5 m,Original recipe yields 5 servings (4 to 6 servings),786  cals,20.4 ,99.2,54.4 ,82 ,1461 ,"1/2 pound bacon;1 pound lean ground beef;1 onion, chopped;1 (15 ounce) can lima beans, drained;1 (15 ounce) can kidney beans, undrained;1 (15 ounce) can pork and beans;2 tablespoons ground dry mustard;1/2 cup brown sugar;salt and pepper to taste",3
20,Lima Bean Recipes,4-Bean Baked Beans,https://www.allrecipes.com/recipe/222568/4-bean-baked-beans/,15 m,1 h 45 m,2 h,Original recipe yields 16 servings,171  cals,2.6 ,30.7,7.5 ,7 ,526 ,"1 (15 ounce) can kidney beans, drained;1 (15 ounce) can butter beans, drained;1 (15 ounce) can lima beans, drained;1 (16 ounce) can pork and beans, drained;1/2 pound bacon, cut into small pieces;1 large onion, chopped;2 cloves garlic, chopped;3/4 cup brown sugar;1/2 cup ketchup;1/2 cup vinegar;1/4 cup molasses;1 teaspoon dry mustard",5
21,Lima Bean Recipes,Three Bean Casserole,https://www.allrecipes.com/recipe/19748/three-bean-casserole/,15 m,25 m,40 m,Original recipe yields 8 servings,364  cals,17.9 ,38,15.6 ,40 ,1246 ,"1 pound beef frankfurters, sliced;1 (15 ounce) can pork and beans;1 (15 ounce) can butter beans;1 (16 ounce) can chili beans, drained;1 small onion, chopped;1/2 cup brown sugar;1/4 teaspoon dried oregano;2 tablespoons distilled white vinegar",3
22,Lima Bean Recipes,Bar-B-Q Baked Beans,https://www.allrecipes.com/recipe/31544/bar-b-q-baked-beans/,10 m,1 h,1 h 10 m,Original recipe yields 14 servings,166  cals,3.3 ,27,7.3 ,5 ,403 ,"1 (15 ounce) can kidney beans, drained (optional);1 (15 ounce) can pinto beans, drained;1 (15 ounce) can lima beans, drained;1 (16 ounce) can great Northern beans, drained;1 (12 ounce) bottle chili sauce;2 tablespoons brown sugar;1 tablespoon Dijon mustard;1 tablespoon Worcestershire sauce;2 tablespoons molasses;3 slices bacon, cut in half",3
23,Lima Bean Recipes,Quick Bean and Turkey Italian Meatballs,https://www.allrecipes.com/recipe/228656/quick-bean-and-turkey-italian-meatballs/,20 m,10 m,30 m,Original recipe yields 12 servings (36 meatballs),126  cals,5 ,8.1,12.1 ,35 ,340 ,"1 (15 ounce) can butter beans, rinsed and drained;1 1/4 pounds extra-lean ground turkey breast;1 egg white, beaten;1 teaspoon onion powder;1/2 teaspoon garlic powder;1/2 teaspoon salt;1/4 teaspoon black pepper;1/2 cup Italian bread crumbs;1 tablespoon olive oil",4
24,Black Bean Recipes,Black Bean Stuffed Peppers,https://www.allrecipes.com/recipe/229886/black-bean-stuffed-peppers/,20 m,35 m,55 m,Original recipe yields 6 servings,230  cals,6.5 ,33.4,10.7 ,18 ,309 ,"1 1/4 cups water;1 (3 ounce) package reduced-fat cream cheese, softened;2 cups cooked brown rice;2 cups chopped fresh spinach;1 (10 ounce) can diced tomatoes with green chile peppers;1 (15 ounce) can no-salt-added black beans, drained and rinsed;2 tablespoons dried minced onion;1 teaspoon ground cumin;1 teaspoon dried oregano;3 large bell peppers;1/2 cup shredded Cheddar cheese",5
25,Black Bean Recipes,Slow Cooker Chicken Taco Soup,https://www.allrecipes.com/recipe/70343/slow-cooker-chicken-taco-soup/,,,,,,,,,,,,0
26,Black Bean Recipes,Quinoa and Black Beans,https://www.allrecipes.com/recipe/49552/quinoa-and-black-beans/,15 m,35 m,50 m,Original recipe yields 10 servings,153  cals,1.7 ,27.8,7.7 ,0 ,517 ,"1 teaspoon vegetable oil;1 onion, chopped;3 cloves garlic, chopped;3/4 cup quinoa;1 1/2 cups vegetable broth;1 teaspoon ground cumin;1/4 teaspoon cayenne pepper;salt and ground black pepper to taste;1 cup frozen corn kernels;2 (15 ounce) cans black beans, rinsed and drained;1/2 cup chopped fresh cilantro",3
27,Black Bean Recipes,Homemade Black Bean Veggie Burgers,https://www.allrecipes.com/recipe/85452/homemade-black-bean-veggie-burgers/,15 m,20 m,35 m,Original recipe yields 4 servings (4 patties),198  cals,3 ,33.1,11.2 ,46 ,607 ,"1 (16 ounce) can black beans, drained and rinsed;1/2 green bell pepper, cut into 2 inch pieces;1/2 onion, cut into wedges;3 cloves garlic, peeled;1 egg;1 tablespoon chili powder;1 tablespoon cumin;1 teaspoon Thai chili sauce or hot sauce;1/2 cup bread crumbs",6
28,Black Bean Recipes,Delicious Black Bean Burritos,https://www.allrecipes.com/recipe/14041/delicious-black-bean-burritos/,10 m,15 m,25 m,Original recipe yields 2 servings (2 large burritos),692  cals,35.8 ,70.2,21.2 ,47 ,1803 ,"2 (10 inch) flour tortillas;2 tablespoons vegetable oil;1 small onion, chopped;1/2 red bell pepper, chopped;1 teaspoon minced garlic;1 (15 ounce) can black beans, rinsed and drained;1 teaspoon minced jalapeno peppers;3 ounces cream cheese;1/2 teaspoon salt;2 tablespoons chopped fresh cilantro",4
29,Black Bean Recipes,Six Can Chicken Tortilla Soup,https://www.allrecipes.com/recipe/19766/six-can-chicken-tortilla-soup/,,,,,,,,,,,,0
30,Black Bean Recipes,The Best Vegetarian Chili in the World,https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world/,15 m,1 h,1 h 15 m,Original recipe yields 8 servings,391  cals,7.9 ,58.7,28.2 ,0 ,2571 ,"1 tablespoon olive oil;1/2 medium onion, chopped;2 bay leaves;1 teaspoon ground cumin;2 tablespoons dried oregano;1 tablespoon salt;2 stalks celery, chopped;2 green bell peppers, chopped;2 jalapeno peppers, chopped;3 cloves garlic, chopped;2 (4 ounce) cans chopped green chile peppers, drained;2 (12 ounce) packages vegetarian burger crumbles;3 (28 ounce) cans whole peeled tomatoes, crushed;1/4 cup chili powder;1 tablespoon ground black pepper;1 (15 ounce) can kidney beans, drained;1 (15 ounce) can garbanzo beans, drained;1 (15 ounce) can black beans;1 (15 ounce) can whole kernel corn",2
31,Black Bean Recipes,Black Bean and Salsa Soup,https://www.allrecipes.com/recipe/14132/black-bean-and-salsa-soup/,10 m,10 m,20 m,Original recipe yields 4 servings,240  cals,5 ,34.5,13.3 ,6 ,1216 ,"2 (15 ounce) cans black beans, drained and rinsed;1 1/2 cups vegetable broth;1 cup chunky salsa;1 teaspoon ground cumin;4 tablespoons sour cream;2 tablespoons thinly sliced green onion",3
32,Black Bean Recipes,Black Bean and Corn Quesadillas,https://www.allrecipes.com/recipe/104850/black-bean-and-corn-quesadillas/,10 m,30 m,40 m,Original recipe yields 8 servings (8 small quesadillas),363  cals,14.5 ,45.6,13.9 ,26 ,732 ,"2 teaspoons olive oil;3 tablespoons finely chopped onion;1 (15.5 ounce) can black beans, drained and rinsed;1 (10 ounce) can whole kernel corn, drained;1 tablespoon brown sugar;1/4 cup salsa;1/4 teaspoon red pepper flakes;2 tablespoons butter, divided;8 (8 inch) flour tortillas;1 1/2 cups shredded Monterey Jack cheese, divided",2
33,Black Bean Recipes,Black Bean and Corn Salad II,https://www.allrecipes.com/recipe/13933/black-bean-and-corn-salad-ii/,25 m,25 m,,Original recipe yields 6 servings (4 to 6 servings),391  cals,24.5 ,35.1,10.5 ,0 ,830 ,"1/3 cup fresh lime juice;1/2 cup olive oil;1 clove garlic, minced;1 teaspoon salt;1/8 teaspoon ground cayenne pepper;2 (15 ounce) cans black beans, rinsed and drained;1 1/2 cups frozen corn kernels;1 avocado - peeled, pitted and diced;1 red bell pepper, chopped;2 tomatoes, chopped;6 green onions, thinly sliced;1/2 cup chopped fresh cilantro (optional)",2
34,Black Bean Recipes,Southwestern Egg Rolls,https://www.allrecipes.com/recipe/25502/southwestern-egg-rolls/,,,,,,,,,,,,0
35,Black Bean Recipes,Laura's Quick Slow Cooker Turkey Chili,https://www.allrecipes.com/recipe/82768/lauras-quick-slow-cooker-turkey-chili/,15 m,4 h,4 h 15 m,Original recipe yields 8 servings,276  cals,7.6 ,32.8,21.2 ,42 ,547 ,"1 tablespoon vegetable oil;1 pound ground turkey;2 (10.75 ounce) cans low sodium tomato soup;2 (15 ounce) cans kidney beans, drained;1 (15 ounce) can black beans, drained;1/2 medium onion, chopped;2 tablespoons chili powder;1 teaspoon red pepper flakes;1/2 tablespoon garlic powder;1/2 tablespoon ground cumin;1 pinch ground black pepper;1 pinch ground allspice;salt to taste",3
36,Black Bean Recipes,Black Bean and Couscous Salad,https://www.allrecipes.com/recipe/24833/black-bean-and-couscous-salad/,30 m,35 m,,Original recipe yields 8 servings (8 to 10 servings),253  cals,5.8 ,41.1,10.3 ,0 ,415 ,"1 cup uncooked couscous;1 1/4 cups chicken broth;3 tablespoons extra virgin olive oil;2 tablespoons fresh lime juice;1 teaspoon red wine vinegar;1/2 teaspoon ground cumin;8 green onions, chopped;1 red bell pepper, seeded and chopped;1/4 cup chopped fresh cilantro;1 cup frozen corn kernels, thawed;2 (15 ounce) cans black beans, drained;salt and pepper to taste",3
37,Black Bean Recipes,Zesty Quinoa Salad,https://www.allrecipes.com/recipe/229156/zesty-quinoa-salad/,20 m,10 m,30 m,Original recipe yields 6 servings,270  cals,11.5 ,33.8,8.9 ,0 ,675 ,"1 cup quinoa;2 cups water;1/4 cup extra-virgin olive oil;2 limes, juiced;2 teaspoons ground cumin;1 teaspoon salt;1/2 teaspoon red pepper flakes, or more to taste;1 1/2 cups halved cherry tomatoes;1 (15 ounce) can black beans, drained and rinsed;5 green onions, finely chopped;1/4 cup chopped fresh cilantro;salt and ground black pepper to taste",3
38,Black Bean Recipes,Spicy Black Bean Vegetable Soup,https://www.allrecipes.com/recipe/12999/spicy-black-bean-vegetable-soup/,15 m,35 m,50 m,Original recipe yields 8 servings (6 - 8 servings),164  cals,3.4 ,26.9,7.6 ,0 ,683 ,"1 tablespoon vegetable oil;1 onion, chopped;1 clove garlic, minced;2 carrots, chopped;2 teaspoons chili powder;1 teaspoon ground cumin;4 cups vegetable stock;2 (15 ounce) cans black beans, rinsed and drained;1 (8.75 ounce) can whole kernel corn;1/4 teaspoon ground black pepper;1 (14.5 ounce) can stewed tomatoes",2
39,Black Bean Recipes,Black Beans and Rice,https://www.allrecipes.com/recipe/15559/black-beans-and-rice/,5 m,25 m,30 m,Original recipe yields 10 servings (10 servings/serving size: 1/2 cup),140  cals,0.9 ,27.1,6.3 ,0 ,354 ,"1 teaspoon olive oil;1 onion, chopped;2 cloves garlic, minced;3/4 cup uncooked white rice;1 1/2 cups low sodium, low fat vegetable broth;1 teaspoon ground cumin;1/4 teaspoon cayenne pepper;3 1/2 cups canned black beans, drained",2
40,Black Bean Recipes,Mexican Casserole,https://www.allrecipes.com/recipe/25145/mexican-casserole/,,,,,,,,,,,,0
41,Black Bean Recipes,Quinoa Black Bean Burgers,https://www.allrecipes.com/recipe/220661/quinoa-black-bean-burgers/,15 m,20 m,35 m,Original recipe yields 5 servings (5 burgers),245  cals,10.6 ,28.9,9.3 ,37 ,679 ,"1 (15 ounce) can black beans, rinsed and drained;1/4 cup quinoa;1/2 cup water;1/2 cup bread crumbs;1/4 cup minced yellow bell pepper;2 tablespoons minced onion;1 large clove garlic, minced;1 1/2 teaspoons ground cumin;1/2 teaspoon salt;1 teaspoon hot pepper sauce (such as Frank's RedHot®);1 egg;3 tablespoons olive oil",6
42,Black Bean Recipes,Fantastic Black Bean Chili,https://www.allrecipes.com/recipe/23336/fantastic-black-bean-chili/,20 m,1 h 15 m,1 h 35 m,Original recipe yields 6 servings,366  cals,9.2 ,44.1,29.6 ,56 ,969 ,"1 tablespoon vegetable oil;1 onion, diced;2 cloves garlic, minced;1 pound ground turkey;3 (15 ounce) cans black beans, undrained;1 (14.5 ounce) can crushed tomatoes;1 1/2 tablespoons chili powder;1 tablespoon dried oregano;1 tablespoon dried basil leaves;1 tablespoon red wine vinegar",1
43,Black Bean Recipes,Vegan Black Bean Soup,https://www.allrecipes.com/recipe/25333/vegan-black-bean-soup/,15 m,30 m,45 m,Original recipe yields 6 servings,410  cals,5 ,75.3,21.9 ,0 ,1734 ,"1 tablespoon olive oil;1 large onion, chopped;1 stalk celery, chopped;2 carrots, chopped;4 cloves garlic, chopped;2 tablespoons chili powder;1 tablespoon ground cumin;1 pinch black pepper;4 cups vegetable broth;4 (15 ounce) cans black beans;1 (15 ounce) can whole kernel corn;1 (14.5 ounce) can crushed tomatoes",2
44,Black Bean Recipes,Black Bean Brownies,https://www.allrecipes.com/recipe/161701/black-bean-brownies/,10 m,30 m,40 m,Original recipe yields 16 servings,126  cals,5.3 ,18.1,3.3 ,35 ,129 ,"1 (15.5 ounce) can black beans, rinsed and drained;3 eggs;3 tablespoons vegetable oil;1/4 cup cocoa powder;1 pinch salt;1 teaspoon vanilla extract;3/4 cup white sugar;1 teaspoon instant coffee (optional);1/2 cup milk chocolate chips (optional)",3
45,Cannellini Bean Recipes,Tuscan Bean 'Goppel',https://www.allrecipes.com/recipe/140611/tuscan-bean-goppel/,10 m,5 m,15 m,Original recipe yields 6 servings,173  cals,5.2 ,23.7,7.7 ,9 ,516 ,"2 (15.5 ounce) cans cannellini beans, drained;1 (14.4 ounce) can petite diced tomatoes;1 tablespoon extra-virgin olive oil;2 cloves garlic, chopped;1 pinch red pepper flakes, or to taste (optional);1/4 cup crumbled feta cheese;1/4 cup chopped fresh cilantro",1
46,Cannellini Bean Recipes,"Savory Kale, Cannellini Bean, and Potato Soup",https://www.allrecipes.com/recipe/187924/savory-kale-cannellini-bean-and-potato-soup/,15 m,1 h,1 h 15 m,Original recipe yields 6 servings (3 quarts),262  cals,5.4 ,38.8,8.2 ,2 ,245 ,"2 tablespoons extra-virgin olive oil;1 onion, diced;3/4 cup diced carrot;4 cloves garlic, minced;3 cups low-sodium chicken broth;2 cups water;1 cup white wine;3 potatoes, halved and sliced;1/2 teaspoon chopped fresh rosemary;1/2 teaspoon chopped fresh sage;1/2 teaspoon chopped fresh thyme;1 (16 ounce) can cannellini beans, rinsed and drained;2 cups finely chopped kale leaves;1 small red chile pepper, seeded and chopped fine;ground black pepper to taste",2
47,Cannellini Bean Recipes,Arugula Salad with Cannellini Beans,https://www.allrecipes.com/recipe/190797/arugula-salad-with-cannellini-beans/,15 m,8 m,23 m,Original recipe yields 4 servings,466  cals,9.5 ,71.2,23.1 ,4 ,245 ,"2 tablespoons olive oil;2 cloves garlic, minced;1 (14.5 ounce) can diced tomatoes;3 tablespoons white wine;1 teaspoon dried sage;1 teaspoon dried thyme;1 (15 ounce) can cannellini beans, drained and rinsed;2 tablespoons chopped fresh basil;salt and pepper to taste;3 cups arugula;1/4 cup shaved Parmesan cheese (optional)",2
48,Cannellini Bean Recipes,Super Filling Cannellini Bean and Escarole Dish,https://www.allrecipes.com/recipe/217021/super-filling-cannellini-bean-and-escarole-dish/,,,,,,,,,,,,0
49,Cannellini Bean Recipes,Tuscan Chard and Cannellini Bean Soup,https://www.allrecipes.com/recipe/217129/tuscan-chard-and-cannellini-bean-soup/,25 m,30 m,55 m,Original recipe yields 6 servings,215  cals,9.7 ,22.2,9.9 ,14 ,494 ,"2 slices smoked bacon, finely chopped;1 onion, chopped;1 clove garlic, minced;1/4 teaspoon freshly grated nutmeg (optional);1/8 teaspoon crushed red pepper flakes (optional);6 cups chicken broth, or more as needed;1 (15 ounce) can cannellini beans, drained and rinsed - or more to taste;2 tablespoons chopped sun-dried tomatoes;2 ounces Parmesan cheese rind;1 bunch red or white Swiss chard;1/4 cup uncooked small pasta, such as orzo or pastina;5 large fresh sage leaves, minced;5 leaves fresh basil, coarsely chopped (optional);1 tablespoon grated Parmesan cheese, divided (optional);1 tablespoon extra-virgin olive oil, divided (optional)",3
50,Cannellini Bean Recipes,Cannellini Beans and Italian Sausage,https://www.allrecipes.com/recipe/220071/cannellini-beans-and-italian-sausage/,6 h 20 m,2 h 25 m,8 h 45 m,Original recipe yields 8 servings,640  cals,51.3 ,17.3,26.5 ,115 ,2071 ,"2 (19 ounce) packages Johnsonville® Mild Italian Sausages;2 cups dried cannellini beans, sorted and rinsed;7 cups water;10 fresh sage leaves, divided;1 medium Roma tomato, cored and cut in half;1/4 cup olive oil;3 cloves garlic, minced;1 cup finely chopped onion;2/3 cup finely chopped carrots;2/3 cup finely chopped celery;1/8 teaspoon red pepper flakes;1 (15 ounce) can crushed tomatoes;1 1/2 teaspoons salt;1/2 teaspoon pepper;1 1/2 cups chicken stock;1/3 cup Mascarpone cheese*",3
51,Cannellini Bean Recipes,Greens with Cannellini Beans and Pancetta,https://www.allrecipes.com/recipe/190226/greens-with-cannellini-beans-and-pancetta/,20 m,20 m,40 m,Original recipe yields 2 servings,437  cals,16.3 ,57.2,19.9 ,10 ,786 ,"2 slices pancetta or bacon, chopped;1 1/2 tablespoons olive oil;1 small red onion, chopped;3 cloves garlic, crushed;1 bunch kale, roughly chopped;1 bunch beet greens, roughly chopped;salt to taste;1 (15 ounce) can cannellini beans, drained",2
52,Cannellini Bean Recipes,Five Meat Habanero Chili,https://www.allrecipes.com/recipe/212818/five-meat-habanero-chili/,,,,,,,,,,,,0
53,Cannellini Bean Recipes,Vegan Black and White Bean Soup,https://www.allrecipes.com/recipe/216712/vegan-black-and-white-bean-soup/,15 m,45 m,1 h,Original recipe yields 6 servings,222  cals,3.5 ,37.3,11.1 ,0 ,894 ,"1 tablespoon olive oil;1 onion, chopped;1 celery rib, chopped;1 tablespoon crushed garlic;1 teaspoon thyme;1 (14.5 ounce) can black beans, drained;8 cups vegetable broth, divided;1 teaspoon ground cumin;1 (14.5 ounce) can white beans, drained;1/2 teaspoon dried sage",1
