,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
10,Venison Recipes,Grilled Venison Backstrap,https://www.allrecipes.com/recipe/50931/grilled-venison-backstrap/,25 m,20 m,5 h 15 m,Original recipe yields 4 servings (4 Servings),,,,,,,"2 pounds venison backstrap, cut into 2-inch chunks;1 quart apple cider;1 1/2 pounds thick sliced bacon;2 (12 ounce) bottles barbecue sauce, your choice",3
11,Venison Recipes,Venison Stew I,https://www.allrecipes.com/recipe/13440/venison-stew-i/,,,,Original recipe yields 7 servings (6 to 8 servings),386  cals,7.5 ,44.6,34.8 ,110 ,1147 ,"2 tablespoons vegetable oil;2 pounds venison stew meat;3 onions, chopped;2 cloves garlic, minced;1 tablespoon Worcestershire sauce;1 bay leaf;1/2 teaspoon dried oregano;1 tablespoon salt;3 cups water;7 small potatoes, peeled and quartered;1 pound carrots, cut into 1 inch pieces;1/4 cup all-purpose flour;1/4 cup water",3
12,Venison Recipes,Venison Bacon Burgers,https://www.allrecipes.com/recipe/111933/venison-bacon-burgers/,25 m,15 m,1 h,Original recipe yields 6 servings,481  cals,23.7 ,25.4,39.2 ,164 ,574 ,"6 slices bacon, minced;2 tablespoons olive oil;1 teaspoon minced garlic;2 shallots, minced;2 pounds ground venison;1 tablespoon Worcestershire sauce;1 tablespoon chopped fresh parsley;salt and pepper to taste;1 egg, beaten to mix;6 hamburger buns",4
13,Venison Recipes,Deer Chop Hurry,https://www.allrecipes.com/recipe/34384/deer-chop-hurry/,15 m,6 h,6 h 15 m,Original recipe yields 4 servings,435  cals,5.3 ,49.2,48.2 ,171 ,1353 ,"2 pounds deer chops (venison);1 cup ketchup;1/2 cup water;1 medium onion, chopped;1/2 cup packed brown sugar;1 (1 ounce) envelope dry onion soup mix",1
14,Venison Recipes,Slow Cooker Apple-Scented Venison Roast,https://www.allrecipes.com/recipe/97646/slow-cooker-apple-scented-venison-roast/,15 m,6 h,6 h 15 m,Original recipe yields 8 servings,220  cals,5.5 ,5.9,35.2 ,129 ,120 ,"1 tablespoon olive oil;3 pounds boneless venison roast;1 large apple, cored and quartered;2 small onions, sliced;4 cloves crushed garlic;1 cup boiling water;1 cube beef bouillon",2
15,Venison Recipes,Venison Chili,https://www.allrecipes.com/recipe/18802/venison-chili/,20 m,1 h,1 h 30 m,Original recipe yields 7 servings (6 to 8 servings),802  cals,36.9 ,49.7,49.2 ,157 ,551 ,"4 tablespoons unsalted butter;1 red onion, chopped;4 cloves garlic, minced;4 tablespoons dark brown sugar;3 cups red wine;4 tablespoons red wine vinegar;4 tablespoons tomato paste;4 cups low-sodium chicken broth;1 teaspoon ground cumin;1/2 teaspoon cayenne pepper;1/2 teaspoon chili powder;2 tablespoons chopped fresh cilantro;salt to taste;4 tablespoons canola oil;10 slices cooked bacon, diced;2 pounds venison stew meat, trimmed and finely diced;2 cups black beans, cooked and drained",3
16,Venison Recipes,Deer Jerky,https://www.allrecipes.com/recipe/46324/deer-jerky/,30 m,8 h,16 h 30 m,Original recipe yields 8 servings,111  cals,4.8 ,2.9,13.6 ,48 ,786 ,1 pound boneless venison roast;4 tablespoons soy sauce;4 tablespoons Worcestershire sauce;2 tablespoons liquid smoke flavoring;1 tablespoon ketchup;1/4 teaspoon pepper;1/4 teaspoon garlic powder;1/4 teaspoon onion salt;1/2 teaspoon salt,3
17,Venison Recipes,Venison Fajitas,https://www.allrecipes.com/recipe/93747/venison-fajitas/,30 m,15 m,45 m,Original recipe yields 6 servings,688  cals,23.2 ,78.8,38.7 ,96 ,1357 ,"Fajita Seasoning:;2 teaspoons seasoned salt;1/4 teaspoon garlic salt;1/2 teaspoon black pepper;1/2 teaspoon cayenne pepper;1 teaspoon dried oregano;1 1/2 pounds venison, cut into 2 inch strips;4 tablespoons vegetable oil;1 medium red bell pepper, cut into 2 inch strips;1 medium yellow bell pepper, cut into 2 inch strips;1 medium onion, cut into 1/2-inch wedges;12 fajita size flour tortillas, warmed",2
18,Venison Recipes,Venison Stroganoff,https://www.allrecipes.com/recipe/23060/venison-stroganoff/,15 m,30 m,45 m,Original recipe yields 4 servings,772  cals,29.4 ,85.9,40.4 ,192 ,1072 ,"1 pound venison, cut into cubes;salt and pepper to taste;garlic powder to taste;1 onion, chopped;2 (10.75 ounce) cans condensed cream of mushroom soup;1 (16 ounce) package uncooked egg noodles;1 (8 ounce) container sour cream",3
19,Venison Recipes,Slow Cooker Venison Sloppy Joes,https://www.allrecipes.com/recipe/23064/slow-cooker-venison-sloppy-joes/,5 m,8 h,8 h 5 m,Original recipe yields 4 servings,538  cals,18.4 ,41.1,51.8 ,191 ,1071 ,"1/4 pound bacon;2 pounds venison stew meat;1 large yellow onion, chopped;1/2 cup brown sugar;1/4 cup wine vinegar;1 tablespoon ground cumin;1 teaspoon chili powder;2 tablespoons minced garlic;1 tablespoon prepared Dijon-style mustard;1 cup ketchup;salt and pepper to taste",3
20,Venison Recipes,Venison Gyros,https://www.allrecipes.com/recipe/153436/venison-gyros/,15 m,30 m,2 h 45 m,Original recipe yields 6 servings (6 sandwiches),432  cals,10.2 ,33.7,48.4 ,159 ,384 ,"2 tablespoons olive oil;1 1/2 tablespoons ground cumin;1 tablespoon minced garlic;2 teaspoons dried marjoram;2 teaspoons ground dried rosemary;1 tablespoon dried oregano;1 tablespoon red wine vinegar;salt and pepper to taste;3 pounds venison, cut into 1/4 thick strips;1 (12 ounce) package pita breads, warmed",2
21,Venison Recipes,Bacon-Wrapped Venison Tenderloin with Garlic Cream Sauce,https://www.allrecipes.com/recipe/231345/bacon-wrapped-venison-tenderloin-with-garlic-cream-sauce/,15 m,1 h 10 m,1 h 25 m,Original recipe yields 6 servings,310  cals,20.3 ,2.4,28.2 ,130 ,443 ,"6 thick slices bacon;2 (3/4 pound) venison tenderloin roasts;2 teaspoons olive oil, divided;1/4 teaspoon onion powder, divided;kosher salt and ground black pepper to taste;2 tablespoons butter;1 (8 ounce) package sliced cremini mushrooms;2 cloves garlic, chopped;1 tablespoon chopped green onion, or more to taste;1/2 cup heavy whipping cream, or more to taste",6
22,Venison Recipes,Venison Italian Soup,https://www.allrecipes.com/recipe/12909/venison-italian-soup/,10 m,2 h 40 m,2 h 50 m,Original recipe yields 8 servings,253  cals,2.7 ,37.8,20.9 ,48 ,995 ,"1 pound ground venison;1 onion, chopped;1 (14.5 ounce) can stewed tomatoes;2 (8 ounce) cans tomato sauce;3 cups water;1 tablespoon minced garlic;2 teaspoons dried basil;2 teaspoons dried oregano;1 teaspoon salt;1/2 teaspoon ground black pepper;1 (15 ounce) can pinto beans;1 (15 ounce) can green beans;1 carrot, chopped;1 zucchini, chopped;1/2 (16 ounce) package fusilli (spiral) pasta",3
23,Venison Recipes,Savory Venison Meatloaf,https://www.allrecipes.com/recipe/214577/savory-venison-meatloaf/,15 m,35 m,55 m,Original recipe yields 4 servings (1 3x7-inch loaf),563  cals,17.5 ,65.6,33.5 ,157 ,1559 ,"1 pound ground venison;1 egg;1 (4 ounce) packet saltine crackers, finely crushed;1/4 cup barbecue sauce;1/2 yellow onion, chopped;1/2 teaspoon dried sage;1/2 teaspoon steak seasoning;2 tablespoons brown sugar;2 tablespoons Worcestershire sauce;3 slices bacon;3/4 cup barbecue sauce;2 tablespoons brown sugar;1 tablespoon Worcestershire sauce",3
24,Venison Recipes,Slow Cooker Venison Stroganoff Meal,https://www.allrecipes.com/recipe/163894/slow-cooker-venison-stroganoff-meal/,10 m,4 h 20 m,4 h 30 m,Original recipe yields 4 servings,790  cals,23.5 ,87.7,54.5 ,231 ,1145 ,3 tablespoons olive oil;1 pound venison stew meat;1 teaspoon salt;1 teaspoon ground black pepper;1 teaspoon garlic powder;1 teaspoon onion powder;1 tablespoon all-purpose flour;1 cup water;1 (10.75 ounce) can condensed cream of mushroom soup;1 (16 ounce) package uncooked egg noodles,3
25,Venison Recipes,Emily's Marinated Venison Steaks,https://www.allrecipes.com/recipe/231419/emilys-marinated-venison-steaks/,10 m,10 m,1 h 20 m,Original recipe yields 2 servings,169  cals,3 ,11.5,23.3 ,80 ,1866 ,"1/4 cup Worcestershire sauce;2 tablespoons soy sauce;1/2 lime, juiced;1 tablespoon dried minced onion;1 teaspoon red pepper flakes;1 teaspoon dry mustard;1/2 teaspoon Kosher salt;1/4 teaspoon thyme;1/4 teaspoon ground black pepper;1/4 teaspoon dried, minced garlic;3 dashes hot pepper sauce (such as Tabasco®), or to taste;2 (4 ounce) venison steaks",4
26,Venison Recipes,Drunk Deer Chili,https://www.allrecipes.com/recipe/130872/drunk-deer-chili/,,,,,,,,,,,,0
27,Venison Recipes,Fried Venison Backstrap,https://www.allrecipes.com/recipe/131713/fried-venison-backstrap/,1 h 30 m,20 m,1 h 50 m,Original recipe yields 8 servings,438  cals,14.2 ,40,35.1 ,149 ,1944 ,"1 (2 pound) venison backstrap, cut into 1/4 inch thick slices;2 cups milk;2 tablespoons hot pepper sauce;2 eggs;1/2 cup milk;3 cups all-purpose flour;2 tablespoons salt;1 tablespoon ground black pepper;3 cups vegetable oil for frying",3
28,Venison Recipes,Venison Meatloaf,https://www.allrecipes.com/recipe/115765/venison-meatloaf/,15 m,50 m,1 h 5 m,Original recipe yields 4 servings,220  cals,4.8 ,14.5,28.5 ,143 ,275 ,"1 pound ground venison;1 tablespoon brown sugar;8 saltine crackers, crumbled;1 egg, beaten;1/2 teaspoon spicy brown mustard;1/4 teaspoon dried cilantro;1/2 teaspoon garlic powder;1/2 teaspoon dried minced onion flakes;1/4 teaspoon ground thyme;1 dash cinnamon;1 dash paprika;3 tablespoons ketchup;1 tablespoon brown sugar",3
29,Elk Recipes,Elk Chili,https://www.allrecipes.com/recipe/42966/elk-chili/,30 m,1 h,1 h 30 m,Original recipe yields 6 servings,307  cals,2.4 ,45.2,28.1 ,52 ,1462 ,"1 1/2 pounds ground elk meat;2 large yellow onions, diced;2 (10 ounce) cans tomato sauce;1 (14.5 ounce) can Italian-style stewed tomatoes;1 (15 ounce) can kidney beans, drained;1 (4 ounce) can diced green chiles (optional);1 1/2 tablespoons chili powder;1 1/2 teaspoons ground cumin;1 teaspoon dried oregano;1 teaspoon salt;1 teaspoon black pepper;1/2 cup brown sugar",2
30,Elk Recipes,Bacon-Wrapped Grilled Elk Backstrap,https://www.allrecipes.com/recipe/148060/bacon-wrapped-grilled-elk-backstrap/,10 m,15 m,25 m,Original recipe yields 4 servings,443  cals,21.5 ,2,56.6 ,144 ,982 ,"2 pounds elk loin (backstrap), cut into 2 ounce pieces;1 tablespoon liquid smoke flavoring;1 tablespoon Worcestershire sauce;1/2 teaspoon garlic powder, or to taste;1/2 teaspoon onion powder, or to taste;1/2 teaspoon black pepper, or to taste;16 slices thick cut bacon",3
31,Elk Recipes,Onion Elk Roast Stroganoff,https://www.allrecipes.com/recipe/170413/onion-elk-roast-stroganoff/,15 m,5 h 30 m,5 h 45 m,Original recipe yields 6 servings,242  cals,11.6 ,9.5,24.1 ,75 ,1140 ,"1 1/2 pounds elk roast;1 1/2 tablespoons steak seasoning;1 teaspoon rubbed sage;1 small onion, chopped;4 cloves garlic, chopped;1 (10.75 ounce) can cream of onion soup;1 cup water;1 cup sour cream",1
32,Elk Recipes,Mom's Shredded Elk Sandwiches,https://www.allrecipes.com/recipe/169660/moms-shredded-elk-sandwiches/,20 m,5 h,5 h 20 m,Original recipe yields 10 servings (10 sandwiches),361  cals,6.2 ,35.9,38.9 ,83 ,1027 ,"1 1/2 cups ketchup;3 tablespoons brown sugar;1 tablespoon dry mustard powder;1 tablespoon lemon juice;1 tablespoon liquid smoke flavoring;1 teaspoon onion powder;1 teaspoon garlic powder;2 teaspoons celery salt;2 teaspoons ground black pepper;2 teaspoons Worcestershire sauce;1/8 teaspoon ground nutmeg;3 drops hot pepper sauce;1 (4 pound) elk roast, cut in half;10 hamburger buns, split",2
33,Elk Recipes,Elk Shepherd's Pie,https://www.allrecipes.com/recipe/162166/elk-shepherds-pie/,30 m,1 h 10 m,1 h 40 m,Original recipe yields 6 servings (1 9-inch pan),358  cals,9.1 ,56.6,15 ,40 ,107 ,"4 large potatoes, peeled and cubed;salt and pepper to taste;2 tablespoons butter;1/2 cup half-and-half cream;1/2 pound ground elk meat;1/4 teaspoon Italian seasoning;1 small onion, chopped;1 parsnip, peeled and diced;2 cups frozen mixed vegetables;1 tablespoon butter, melted;1/4 teaspoon garlic powder",5
34,Elk Recipes,Elk Steak Marinade,https://www.allrecipes.com/recipe/233606/elk-steak-marinade/,5 m,10 m,4 h 15 m,Original recipe yields 4 servings,259  cals,12.5 ,2.6,32.5 ,78 ,332 ,3 tablespoons canola oil;2 tablespoons minced onion;1 tablespoon lemon juice;1 tablespoon Worcestershire sauce;1 tablespoon soy sauce;1 teaspoon garlic powder;1/2 teaspoon ground black pepper;1 1/2 pounds elk steak,3
35,Elk Recipes,Peppered Elk Skillet,https://www.allrecipes.com/recipe/149428/peppered-elk-skillet/,30 m,15 m,45 m,Original recipe yields 4 servings,258  cals,8.6 ,17.6,25.8 ,52 ,669 ,"1 tablespoon vegetable oil;1 pound elk steak, cut into thin strips;1 clove minced garlic;salt and pepper to taste;1 tablespoon vegetable oil;2 green bell peppers, cut into strips;1 medium onion, chopped;1 cup beef broth;1 tablespoon soy sauce;1 (14.5 ounce) can diced tomatoes;1 (8 ounce) package sliced mushrooms;1 (15 ounce) can baby corn, drained;1 1/2 tablespoons cornstarch;1/4 cup water",2
36,Elk Recipes,Cabbage Veggie Cream Soup,https://www.allrecipes.com/recipe/159246/cabbage-veggie-cream-soup/,,,,,,,,,,,,0
37,Duck Recipes,Peking Duck,https://www.allrecipes.com/recipe/31972/peking-duck/,15 m,1 h 35 m,3 h 50 m,Original recipe yields 4 servings,556  cals,31 ,48.1,22.4 ,91 ,748 ,"1 (4 pound) whole duck, dressed;1/2 teaspoon ground cinnamon;1/2 teaspoon ground ginger;1/4 teaspoon ground nutmeg;1/4 teaspoon ground white pepper;1/8 teaspoon ground cloves;3 tablespoons soy sauce;1 tablespoon honey;1 orange, sliced in rounds;1 tablespoon chopped fresh parsley, for garnish;5 green onions;1/2 cup plum jam;1 1/2 teaspoons sugar;1 1/2 teaspoons distilled white vinegar;1/4 cup finely chopped chutney",5
38,Duck Recipes,Roasted Duck,https://www.allrecipes.com/recipe/65147/roasted-duck/,10 m,2 h,2 h 10 m,Original recipe yields 4 servings,625  cals,45.1 ,1,51.8 ,280 ,1538 ,2 teaspoons salt;2 teaspoons paprika;1 teaspoon black pepper;1 (5 pound) whole duck;1/2 cup melted butter,3
39,Duck Recipes,Grilled Wild Duck Breast,https://www.allrecipes.com/recipe/114442/grilled-wild-duck-breast/,15 m,10 m,55 m,Original recipe yields 4 servings,297  cals,10.7 ,4.8,43.2 ,222 ,346 ,"1/4 cup Worcestershire sauce;2 tablespoons olive oil;1/2 teaspoon hot sauce;2 tablespoons minced garlic;1/4 teaspoon black pepper;8 skinned, boned duck breast halves",3
40,Duck Recipes,Turducken,https://www.allrecipes.com/recipe/13874/turducken/,,,,,,,,,,,,0
41,Duck Recipes,Honey Duck,https://www.allrecipes.com/recipe/18856/honey-duck/,20 m,3 h,3 h 20 m,Original recipe yields 8 servings,382  cals,17.8 ,43,15.3 ,92 ,434 ,"1 (4 pound) whole duck, rinsed;1 teaspoon chopped fresh basil leaves;1 teaspoon chopped fresh ginger root;1 teaspoon salt;1/2 orange, quartered;2 cups water;1 cup honey;1/2 cup butter;1 teaspoon lemon juice;1/2 cup undiluted, thawed orange juice concentrate",4
42,Duck Recipes,Pan-Seared Duck Breast with Blueberry Sauce,https://www.allrecipes.com/recipe/141831/pan-seared-duck-breast-with-blueberry-sauce/,45 m,45 m,1 h 30 m,Original recipe yields 4 servings,846  cals,32.9 ,111.7,33.2 ,121 ,1589 ,"2 teaspoons salt;1 teaspoon fresh-ground black pepper;1 1/2 tablespoons dried thyme leaves;1 tablespoon crushed dried rosemary;3 tablespoons olive oil;4 potatoes, cubed;2 pints fresh or frozen blueberries;1/2 cup water;1/2 cup apple juice;1/2 cup white sugar;1 jalapeno pepper, finely chopped;3 slices pancetta or bacon, cut into thin strips;6 shallots, thinly sliced;1/2 cup sliced shiitake mushrooms;2 pounds bok choy, sliced;4 (8 ounce) boneless duck breast halves;2 tablespoons vegetable oil;1 tablespoon butter;2 tablespoons aged balsamic vinegar",6
43,Duck Recipes,Roasted Sherry Duck,https://www.allrecipes.com/recipe/45160/roasted-sherry-duck/,20 m,5 h,17 h 20 m,Original recipe yields 6 servings,346  cals,21.8 ,13.4,17.2 ,64 ,526 ,1 (4 pound) frozen duck;6 tablespoons olive oil;2 cups dry sherry;3 teaspoons dried oregano;3 teaspoons dried rosemary;3 teaspoons dried basil,4
44,Duck Recipes,Roast Duck with Apple Dressing,https://www.allrecipes.com/recipe/18777/roast-duck-with-apple-dressing/,10 m,1 h 20 m,1 h 30 m,Original recipe yields 4 servings,477  cals,22.3 ,38.6,30.3 ,123 ,1069 ,"1 (4 pound) whole duck;salt and pepper to taste;1 teaspoon poultry seasoning;1/2 tablespoon butter;3 tablespoons chopped onion;5 stalks celery, chopped;3 cups peeled, cored and chopped apple;3 cups cornbread crumbs;1 tablespoon olive oil",5
45,Duck Recipes,Duck Breasts with Raspberry Sauce,https://www.allrecipes.com/recipe/41879/duck-breasts-with-raspberry-sauce/,20 m,30 m,50 m,Original recipe yields 4 servings,394  cals,9.9 ,15.2,45.3 ,175 ,1012 ,4 duck breast halves;2 teaspoons sea salt;2 teaspoons ground cinnamon;4 teaspoons demerara sugar;1/2 cup red wine;1/4 cup creme de cassis liqueur;1 teaspoon cornstarch;4 ounces raspberries,4
46,Duck Recipes,"Duck with Honey, Soy, and Ginger",https://www.allrecipes.com/recipe/108257/duck-with-honey-soy-and-ginger/,10 m,30 m,40 m,Original recipe yields 2 servings,260  cals,8.8 ,21.3,20.6 ,106 ,1186 ,2 duck breast halves;1 pinch salt;1 pinch cayenne pepper;1 pinch ground black pepper;1/2 cup chicken stock;2 tablespoons honey;2 tablespoons soy sauce;2 tablespoons rice wine;1 tablespoon grated fresh ginger;1 tablespoon tomato sauce;1 pinch chili powder;1 teaspoon lime juice,5
47,Duck Recipes,Chef John's Orange Duck,https://www.allrecipes.com/recipe/236699/chef-johns-orange-duck/,15 m,20 m,50 m,Original recipe yields 2 servings,354  cals,20.9 ,14.9,19.8 ,130 ,593 ,"2 duck breast halves;salt to taste;1 cup chicken broth;2 tablespoons orange liqueur (such as Grand Marnier®);1 tablespoon sherry vinegar;1 tablespoon Seville orange marmalade, or more to taste;2 teaspoons grated orange zest;1 pinch cayenne pepper;1 tablespoon reserved duck fat;1 teaspoon all-purpose flour;1 tablespoon butter",6
48,Duck Recipes,Duck Adobo,https://www.allrecipes.com/recipe/230047/duck-adobo/,20 m,2 h 15 m,2 h 35 m,Original recipe yields 6 servings,111  cals,4.6 ,6.5,11.3 ,34 ,1493 ,"6 duck legs;salt and freshly ground black pepper to taste;1 tablespoon vegetable oil;1 large onion, sliced;8 cloves garlic, minced;1 1/2 cups chicken broth;1 cup seasoned rice vinegar;1/2 cup soy sauce, or to taste;2 teaspoons sambal chili paste, or other hot pepper sauce to taste;2 bay leaves",5
49,Duck Recipes,Adams Family Duck,https://www.allrecipes.com/recipe/212667/adams-family-duck/,30 m,2 h 15 m,3 h,Original recipe yields 4 servings (1 roasted duck),747  cals,26.7 ,74.1,55.8 ,220 ,252 ,"1 (5 pound) whole duck, neck and giblets reserved;1 (6 ounce) can orange juice concentrate, thawed, divided;1 teaspoon minced garlic;salt and freshly ground black pepper to taste;Stuffing:;1 onion, coarsely chopped, divided;1 cup raisins;1 apple - peeled, cored, and cut into chunks (optional);1 large carrot, thickly sliced;Basting sauce:;1/2 cup chicken broth;1/4 cup lemon juice (see Cook's Note);salt and freshly ground black pepper to taste;Duck Stock:;1 tablespoon olive oil;1 onion, coarsely chopped;2 cloves garlic, minced;1 carrot, thickly sliced;1 cup chicken broth;1/2 cup lemon juice (see Cook's Note);1 cup orange juice;1 sprig fresh parsley, chopped;salt and freshly ground black pepper to taste;1 tablespoon sour cream",8
50,Duck Recipes,Sous Vide Duck Breast,https://www.allrecipes.com/recipe/222207/sous-vide-duck-breast/,5 m,1 h 10 m,2 h 15 m,Original recipe yields 2 servings,177  cals,10.7 ,0.2,19 ,105 ,143 ,"2 (8 ounce) boneless duck breast halves, skin on;salt and ground black pepper to taste;2 teaspoons fresh thyme leaves;1 teaspoon vegetable oil",6
51,Duck Recipes,Bacon Wrapped Duck Breasts,https://www.allrecipes.com/recipe/55965/bacon-wrapped-duck-breasts/,15 m,1 h,21 h 15 m,Original recipe yields 6 servings,532  cals,32.5 ,8,50.1 ,243 ,1810 ,1/4 cup salt;8 cups water;12 duck breast halves;12 slices bacon;1 (16 ounce) bottle Italian-style salad dressing;toothpicks,4
52,Duck Recipes,Duck and Fontina Pizza With Rosemary and Caramelized Onions,https://www.allrecipes.com/recipe/141099/duck-and-fontina-pizza-with-rosemary-and-caramelized-onions/,15 m,30 m,45 m,Original recipe yields 8 servings (8 slices),404  cals,24.5 ,24.5,22.7 ,80 ,646 ,"1 large skin-on, boneless duck breast half;1 small yellow onion, sliced;1 tablespoon olive oil;2 tablespoons honey;1 (8 ounce) tub spreadable goat cheese;1 (10 ounce) package pre-baked pizza crust;salt and pepper to taste;10 ounces fontina cheese, shredded;1 tablespoon dried rosemary",5
53,Duck Recipes,"Chef John's Duck, Sausage, and Shrimp Gumbo",https://www.allrecipes.com/recipe/235356/chef-johns-duck-sausage-and-shrimp-gumbo/,30 m,5 h 55 m,6 h 25 m,Original recipe yields 8 servings,485  cals,27.1 ,21.6,37 ,221 ,717 ,"1 tablespoon vegetable oil, or more as needed;2 duck legs;1 cup all-purpose flour;2 tablespoons all-purpose flour;6 cups chicken broth;1 pound andouille sausage, thickly sliced;1 large onion, chopped;1 cup diced peppers;1 cup chopped celery;4 green onions, chopped;1/2 teaspoon dried thyme;1 bay leaf;1 teaspoon ground black pepper;1/4 teaspoon cayenne pepper, or to taste;1 cup diced fresh tomatoes;1 smoked ham hock;2 cups water, or as needed;1 cup pickled okra, rinsed and sliced;1 pound gulf shrimp;1 pound crawfish tail meat;1 tablespoon chopped green onion (optional)",7
54,Duck Recipes,Roast Duck Legs With Red Wine Sauce,https://www.allrecipes.com/recipe/214676/roast-duck-legs-with-red-wine-sauce/,5 m,1 h 15 m,1 h 20 m,Original recipe yields 4 servings (4 duck legs),235  cals,7 ,10.8,15.8 ,64 ,68 ,1 bunch chopped fresh rosemary;4 large garlic cloves;4 duck legs;salt to taste;1 teaspoon Chinese five-spice powder;1 1/2 cups red wine;1 1/2 tablespoons red currant jelly,3
55,Duck Recipes,Duck Confit,https://www.allrecipes.com/recipe/151010/duck-confit/,,,,Original recipe yields 2 servings,2500  cals,270 ,9.5,20.1 ,330 ,2989 ,"2 uncooked Peking duck legs;1 tablespoon kosher salt;1 lemon, zested and thinly sliced;3 cloves garlic, crushed;1 tablespoon whole allspice berries;1 tablespoon juniper berries;2 sprigs fresh thyme;2 cups rendered duck fat",4
